STATION,STATION_NAME,DATE,HPCP
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130618 12:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130618 13:00,7
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130618 14:00,7
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130618 15:00,7
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130618 16:00,2
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130618 17:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130623 07:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130623 08:00,13
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130623 09:00,33
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130623 10:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130624 16:00,1
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130624 17:00,1
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130625 23:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130626 00:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130626 16:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130626 17:00,1
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130627 14:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130627 15:00,22
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130627 16:00,1
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130627 21:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130628 15:00,89
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130628 16:00,55
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130628 17:00,12
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130628 18:00,120
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130628 19:00,10
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130628 22:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130630 10:00,19
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130630 11:00,3
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130630 18:00,5
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130630 20:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130630 22:00,0
COOP:448906,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20130630 23:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130601 01:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 14:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 17:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 18:00,16
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 19:00,6
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 20:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 22:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130602 23:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 00:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 01:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 02:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 05:00,8
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 06:00,6
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 07:00,7
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 08:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 09:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 10:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 15:00,21
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130603 16:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 12:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 13:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 14:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 15:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 18:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 19:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 20:00,6
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130606 21:00,5
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 00:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 01:00,47
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 02:00,37
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 03:00,20
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 04:00,5
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 05:00,7
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 06:00,4
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 07:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 08:00,4
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 09:00,5
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 10:00,8
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 11:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 12:00,21
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 13:00,25
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 14:00,9
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 15:00,6
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 16:00,6
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 17:00,7
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 18:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 20:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 21:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 22:00,6
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130607 23:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130608 11:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130608 12:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130609 03:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 03:00,8
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 04:00,12
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 05:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 06:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 07:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 08:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 09:00,14
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 10:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 11:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 12:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 13:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 14:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 15:00,29
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 16:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 17:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 18:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 19:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 20:00,39
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 21:00,69
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130610 22:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130612 22:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130612 23:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 04:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 05:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 09:00,49
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 10:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 11:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 15:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 16:00,81
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130613 17:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130614 04:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130614 05:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130614 06:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130614 07:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130614 08:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130616 13:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130616 14:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130616 15:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 10:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 12:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 13:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 14:00,4
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 15:00,27
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 16:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 17:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130618 18:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130619 01:00,0
