"System","Agency","Standardized Type","Agency-specific Type","Location","County","Latitude","Longitude","Open/Closed","Time Opened","Time Closed","Duration","Operator Notes","Notifications Sent","Responders","VMS Used","Vehicles Involved","Max Lanes Closed"
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 133.000","Stafford","38.333616","-77.49792","Closed","9/25/14 7:19 AM","9/25/14 8:21 AM","1 hour 2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95R north @ MM 161.500","Fairfax (County)","38.673808","-77.240648","Closed","9/25/14 10:22 AM","9/25/14 10:33 AM","10 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 138.300","Stafford","38.39304","-77.438968","Closed","9/25/14 10:57 AM","9/25/14 11:00 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 185.000","Henrico","37.600828","-77.499912","Closed","9/25/14 5:28 AM","9/25/14 5:58 AM","30 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 89.000","Hanover","37.715876","-77.44808","Closed","9/25/14 5:46 AM","9/25/14 6:47 AM","1 hour","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64W west @ MM 117.000","Albemarle","38.022028","-78.55804","Closed","9/25/14 4:51 AM","9/25/14 6:59 AM","2 hours 8 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81N north @ MM 240.300","Rockingham","38.36028","-78.924784","Closed","9/25/14 7:11 AM","9/25/14 7:14 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 144.000","Stafford","38.465808","-77.4078","Closed","9/25/14 7:06 AM","9/25/14 8:37 AM","1 hour 31 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 120.600","Spotsylvania","38.160056","-77.507104","Closed","9/25/14 9:08 AM","9/25/14 9:18 AM","10 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81N north @ MM 187.000","Rockbridge","37.734784","-79.426928","Closed","9/25/14 7:51 AM","9/25/14 7:57 AM","5 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64W west @ MM 185.000","Henrico","37.603864","-77.502144","Closed","9/25/14 8:07 AM","9/25/14 8:25 AM","18 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66W west @ MM 8.000","Warren","38.951464","-78.17448","Closed","9/25/14 7:38 AM","9/25/14 7:40 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81N north @ MM 311.000","Frederick","39.130756","-78.182072","Closed","9/25/14 8:02 AM","9/25/14 8:03 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-395N north @ MM 4.000","Alexandria (City)","38.826456","-77.120224","Closed","9/25/14 6:38 AM","9/25/14 7:14 AM","36 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81N north @ MM 320.000","Frederick","39.241508","-78.11576","Closed","9/25/14 8:14 AM","9/25/14 8:40 AM","25 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","VA-288S south @ MM 22.000","Chesterfield","37.531428","-77.696856","Closed","9/25/14 6:12 AM","9/25/14 6:17 AM","4 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 121.000","Albemarle","38.00704","-78.492184","Closed","9/25/14 8:31 AM","9/25/14 8:32 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","Rt. 825N (Mecklenburg County) north","Mecklenburg","36.541912","-78.469024","Closed","9/25/14 6:51 AM","9/25/14 6:54 AM","3 minutes","","","","","",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 158.600","Prince William","38.65074","-77.283256","Closed","9/25/14 6:20 AM","9/25/14 6:56 AM","35 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 156.000","Prince William","38.616124","-77.29856","Closed","9/25/14 6:44 AM","9/25/14 6:56 AM","12 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 109.000","Albemarle","38.036168","-78.699928","Closed","9/25/14 9:00 AM","9/25/14 9:40 AM","39 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 90.000","Augusta","38.101388","-79.00784","Closed","9/25/14 9:02 AM","9/25/14 9:04 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 64.200","Fairfax (County)","38.882396","-77.23056","Closed","9/25/14 6:11 AM","9/25/14 6:14 AM","3 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81S south @ MM 245.000","Harrisonburg (City)","38.417284","-78.885024","Closed","9/25/14 9:22 AM","9/25/14 9:36 AM","13 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 87.000","Hanover","37.687132","-77.451888","Closed","9/25/14 7:01 AM","9/25/14 7:44 AM","43 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 159.300","Prince William","38.660488","-77.277848","Closed","9/25/14 5:59 AM","9/25/14 6:32 AM","32 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81N north @ MM 239.300","Rockingham","38.34762","-78.93264","Closed","9/25/14 9:48 AM","9/25/14 9:50 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 64.700","Fairfax (County)","38.885096","-77.221984","Closed","9/25/14 6:07 AM","9/25/14 6:08 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 113.400","Albemarle","38.034488","-78.621296","Closed","9/25/14 9:47 AM","9/25/14 9:49 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-495N north @ MM 42.400","Fairfax (County)","38.966636","-77.179936","Closed","9/25/14 5:53 AM","9/25/14 6:05 AM","12 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 57.000","Fairfax (County)","38.859276","-77.361264","Closed","9/25/14 6:00 AM","9/25/14 6:00 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 160.000","Prince William","38.668028","-77.269064","Closed","9/25/14 5:51 AM","9/25/14 6:55 AM","1 hour 3 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66W west @ MM 53.000","Fairfax (County)","38.845752","-77.435976","Closed","9/25/14 8:25 AM","9/25/14 8:25 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 70.900","Arlington","38.88256","-77.120944","Closed","9/25/14 5:46 AM","9/25/14 7:52 AM","2 hours 6 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 60.000","Fairfax (County)","38.869196","-77.306312","Closed","9/25/14 5:44 AM","9/25/14 6:00 AM","15 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 158.000","Prince William","38.642684","-77.287696","Closed","9/25/14 5:38 AM","9/25/14 6:15 AM","37 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 44.600","Prince William","38.79804","-77.568328","Closed","9/25/14 6:26 AM","9/25/14 6:26 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 64.000","Fairfax (County)","38.881332","-77.234056","Closed","9/25/14 5:26 AM","9/25/14 5:50 AM","23 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-77S south @ MM 11.900","Carroll","36.709404","-80.742752","Closed","9/25/14 8:12 AM","9/25/14 9:13 AM","1 hour","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 139.700","Stafford","38.407528","-77.431128","Closed","9/25/14 5:11 AM","9/25/14 5:39 AM","28 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 139.000","Stafford","38.39744","-77.435632","Closed","9/25/14 5:08 AM","9/25/14 5:11 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-81S south @ MM 191.000","Rockbridge","37.78888","-79.399904","Closed","9/25/14 9:51 AM","9/25/14 9:58 AM","6 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95S south @ MM 156.000","Prince William","38.61404","-77.300984","Closed","9/25/14 5:29 AM","9/25/14 5:31 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 158.500","Prince William","38.649984","-77.28296","Closed","9/25/14 4:46 AM","9/25/14 5:18 AM","31 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-66E east @ MM 40.700","Prince William","38.815504","-77.6352","Closed","9/25/14 4:17 AM","9/25/14 4:26 AM","9 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","BRADDOCK RD east","Fairfax (County)","38.833852","-77.344904","Closed","9/25/14 7:31 AM","9/25/14 8:06 AM","35 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-77N north @ MM 3.200","Carroll","36.606572","-80.73596","Closed","9/25/14 9:26 AM","9/25/14 9:45 AM","18 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-581N north @ MM 4.500","Roanoke (City)","37.3144","-79.9796","Closed","9/25/14 8:29 AM","9/25/14 8:41 AM","11 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-77S south @ MM 42.000","Wythe","36.971516","-81.06744","Closed","9/25/14 8:53 AM","9/25/14 8:56 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64W west @ MM 183.900","Henrico","37.60624","-77.520376","Closed","9/25/14 5:54 AM","9/25/14 5:59 AM","5 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east","Hampton (City)","37.011734","-76.322669","Closed","9/25/14 9:50 AM","9/25/14 10:07 AM","16 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 83.000","Henrico","37.630324","-77.44928","Closed","9/25/14 8:01 AM","9/25/14 8:29 AM","28 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","VA-288N north @ MM 23.100","Powhatan","37.547016","-77.694","Closed","9/25/14 7:42 AM","9/25/14 7:50 AM","7 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 187.000","Richmond (City)","37.586228","-77.472232","Closed","9/25/14 7:10 AM","9/25/14 8:11 AM","1 hour 1 minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 197.800","Henrico","37.529812","-77.323832","Closed","9/25/14 7:45 AM","9/25/14 8:32 AM","47 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 111.000","Caroline","38.024772","-77.498928","Closed","9/25/14 7:26 AM","9/25/14 7:27 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 75.000","Richmond (City)","37.540804","-77.426752","Closed","9/25/14 8:48 AM","9/25/14 9:06 AM","17 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 181.000","Henrico","37.627536","-77.56128","Closed","9/25/14 8:52 AM","9/25/14 9:10 AM","18 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 90.400","Hanover","37.735772","-77.452816","Closed","9/25/14 8:58 AM","9/25/14 9:15 AM","16 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-664N north","Suffolk (City)","36.959423","-76.410651","Closed","9/25/14 8:12 AM","9/25/14 8:18 AM","6 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-264E east","Portsmouth (City)","36.832294","-76.29412","Closed","9/25/14 8:06 AM","9/25/14 8:27 AM","20 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","Rt. 734S (Lunenburg County) south","Lunenburg","36.976904","-78.216272","Closed","9/25/14 7:17 AM","9/25/14 8:12 AM","55 minutes","","","","","2",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 98.000","Hanover","37.843728","-77.451552","Closed","9/25/14 10:56 AM","9/25/14 11:03 AM","7 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-295S south @ MM 38.000","Hanover","37.619112","-77.366688","Closed","9/25/14 9:23 AM","9/25/14 9:55 AM","32 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-264E east","Portsmouth (City)","36.832294","-76.29412","Closed","9/25/14 6:51 AM","9/25/14 6:54 AM","2 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-95N north @ MM 67.000","Chesterfield","37.429992","-77.430696","Closed","9/25/14 8:42 AM","9/25/14 9:00 AM","18 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-64E east @ MM 186.000","Henrico","37.595232","-77.484104","Closed","9/25/14 9:28 AM","9/25/14 10:00 AM","31 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","I-295S south @ MM 37.000","Hanover","37.6056","-77.359784","Closed","9/25/14 9:35 AM","9/25/14 10:15 AM","39 minutes","","","","","1",""
"Virginia 511","VADOT","Disabled Vehicle","Incident","VA-150N north @ MM 14.800","Chesterfield","37.478544","-77.515064","Closed","9/25/14 10:39 AM","9/25/14 11:01 AM","22 minutes","","","","","1",""
"Virginia 511","VADOT","Flood","Weather","Rt. 718N (Nelson County) WESTBOUND","Nelson","37.767002","-78.88177","Closed","9/25/14 5:19 AM","9/26/14 7:18 AM","1 day 1 hour 58 minutes","","","","","",""
"Virginia 511","VADOT","Incident","Incident","I-64W west","Norfolk (City)","36.967621","-76.297027","Closed","9/25/14 6:51 AM","9/25/14 6:55 AM","3 minutes","","","","","",""
"Virginia 511","VADOT","Incident","Incident","I-64E east","Hampton (City)","37.011734","-76.322669","Closed","9/25/14 10:17 AM","9/25/14 10:18 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-664S south","Newport News (City)","36.959373","-76.410773","Closed","9/25/14 9:28 AM","9/25/14 9:29 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-64W west","Norfolk (City)","36.967621","-76.297027","Closed","9/25/14 9:33 AM","9/25/14 9:35 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-64W west","Norfolk (City)","36.967621","-76.297027","Closed","9/25/14 10:16 AM","9/25/14 10:17 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-64W west","Norfolk (City)","36.967621","-76.297027","Closed","9/25/14 8:41 AM","9/25/14 8:43 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-64E east","Hampton (City)","37.011734","-76.322669","Closed","9/25/14 10:24 AM","9/25/14 10:25 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","US-17 south","Newport News (City)","36.991585","-76.482184","Closed","9/25/14 9:01 AM","9/25/14 9:11 AM","9 minutes","","","","","",""
"Virginia 511","VADOT","Incident","Incident","I-64E east","Hampton (City)","37.011734","-76.322669","Closed","9/25/14 9:03 AM","9/25/14 9:05 AM","1 minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-64W west","Norfolk (City)","36.967621","-76.297027","Closed","9/25/14 9:43 AM","9/25/14 9:44 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-264E east @ MM 20.600","Virginia Beach (City)","36.835912","-76.064616","Closed","9/25/14 8:43 AM","9/25/14 8:48 AM","4 minutes","","","","","",""
"Virginia 511","VADOT","Incident","Incident","I-95S south @ MM 167.000","Fairfax (County)","38.743644","-77.188192","Closed","9/25/14 7:39 AM","9/25/14 7:42 AM","3 minutes","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-64E east","Hampton (City)","37.011734","-76.322669","Closed","9/25/14 9:45 AM","9/25/14 9:46 AM","Less than a minute","","","","","1",""
"Virginia 511","VADOT","Incident","Incident","I-264W west","Norfolk (City)","36.832859","-76.294127","Closed","9/25/14 9:34 AM","9/25/14 9:35 AM","Less than a minute","","","","","",""
"Virginia 511","VADOT","Overgrown Plants","Work Zone","Rt. 611E (Fauquier County) east","Fauquier","38.60199","-77.590724","Closed","9/25/14 8:39 AM","9/25/14 3:50 PM","7 hours 10 minutes","","","","","","2"
"Virginia 511","VADOT","Overgrown Plants","Work Zone","I-81S south @ MM 205.000","Rockbridge","37.771609","-79.413978","Closed","9/25/14 8:02 AM","9/25/14 6:46 PM","10 hours 44 minutes","","","","","","3"
"Virginia 511","VADOT","Overgrown Plants","Work Zone","US-15N north @ MM 127.600","Louisa","38.021301","-78.202514","Closed","9/25/14 8:13 AM","9/25/14 5:05 PM","8 hours 51 minutes","","","","","","2"
"Virginia 511","VADOT","Overgrown Plants","Work Zone","VA-267E east @ MM 26.000","Fairfax (County)","38.915274","-77.197791","Closed","9/25/14 7:50 AM","9/25/14 3:07 PM","7 hours 16 minutes","","","","","","4"
"Virginia 511","VADOT","Overgrown Plants","Work Zone","US-15N north @ MM 52.800","Prince Edward","37.197651","-78.430381","Closed","9/25/14 8:38 AM","9/25/14 4:50 PM","8 hours 11 minutes","","","","","","2"
"Virginia 511","VADOT","Overgrown Plants","Work Zone","I-85N north @ MM 40.100","Dinwiddie","36.942326","-77.729316","Closed","9/25/14 8:37 AM","9/25/14 5:25 PM","8 hours 47 minutes","","","","","",""
"Virginia 511","VADOT","Overgrown Plants","Work Zone","I-85N north @ MM 40.200","Dinwiddie","36.971563","-77.703387","Closed","9/25/14 8:37 AM","9/25/14 5:25 PM","8 hours 47 minutes","","","","","",""
"Virginia 511","VADOT","Paving Operations","Work Zone","ALT VA-220S south @ MM 7.200","Botetourt","37.351974","-79.883826","Closed","9/25/14 9:09 AM","9/25/14 2:10 PM","5 hours","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","US-23S south @ MM 60.700","Wise","37.007374","-82.692749","Closed","9/25/14 10:34 AM","9/25/14 7:35 PM","9 hours 1 minute","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81S south @ MM 34.000","Smyth","36.775104","-81.770522","Closed","9/25/14 6:37 AM","9/25/14 4:38 PM","10 hours 1 minute","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","Rt. 721N (King '&' Queen County) north","King and Queen","37.914642","-77.138423","Closed","9/25/14 8:11 AM","9/25/14 9:19 PM","13 hours 8 minutes","","","","","",""
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81N north @ MM 26.000","Smyth","36.774793","-81.770595","Closed","9/25/14 6:37 AM","9/25/14 4:38 PM","10 hours 1 minute","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-77S south @ MM 46.400","Wythe","36.991273","-81.085387","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-77S south @ MM 66.000","Wythe","37.139107","-81.112296","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-77N north @ MM 46.500","Wythe","37.139202","-81.112128","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","",""
"Virginia 511","VADOT","Paving Operations","Work Zone","I-77N north @ MM 41.000","Wythe","36.990846","-81.082156","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","",""
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81N north @ MM 57.400","Wythe","36.929981","-81.194701","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81N north @ MM 54.000","Wythe","36.891604","-81.356604","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","Rt. 1104E (Alleghany County) east","Alleghany","37.782372","-79.908851","Closed","9/25/14 8:55 AM","9/25/14 6:45 PM","9 hours 49 minutes","","","","","","2"
"Virginia 511","VADOT","Paving Operations","Work Zone","US-23N north @ MM 60.700","Wise","37.007477","-82.692676","Closed","9/25/14 10:34 AM","9/25/14 7:35 PM","9 hours 1 minute","","","","","",""
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81S south @ MM 57.300","Wythe","36.891833","-81.356613","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","Rt. 612N (Rockingham County) north","Rockingham","38.611654","-78.923274","Closed","9/25/14 8:53 AM","9/25/14 3:57 PM","7 hours 4 minutes","","","","","","2"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81S south @ MM 54.000","Smyth","36.834803","-81.540969","Closed","9/25/14 6:37 AM","9/25/14 4:38 PM","10 hours 1 minute","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81N north @ MM 34.300","Smyth","36.834509","-81.540183","Closed","9/25/14 6:37 AM","9/25/14 4:38 PM","10 hours 1 minute","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-64E east @ MM 53.000","Rockbridge","37.819505","-79.436729","Closed","9/25/14 7:17 AM","9/25/14 7:50 PM","12 hours 32 minutes","","","","","",""
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81S south @ MM 73.000","Wythe","36.969073","-80.949439","Closed","9/25/14 6:58 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-85N north @ MM 42.000","Dinwiddie","37.02109","-77.641917","Closed","9/25/14 10:44 AM","9/25/14 10:59 AM","14 minutes","","","","","","2"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-81S south @ MM 54.000","Smyth","36.834803","-81.540969","Closed","9/25/14 6:37 AM","9/25/14 4:38 PM","10 hours 1 minute","","","","","","1"
"Virginia 511","VADOT","Paving Operations","Work Zone","I-64W west @ MM 55.000","Rockbridge","37.820504","-79.436805","Closed","9/25/14 7:17 AM","9/25/14 7:50 PM","12 hours 32 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","VA-5W west @ MM 5.500","Henrico","37.461494","-77.379012","Closed","9/25/14 9:18 AM","9/27/14 5:30 AM","1 day 20 hours 11 minutes","","","","","","1"
"Virginia 511","VADOT","Road Construction","Work Zone","VA-895W west @ MM 5.500","Henrico","37.460865","-77.380294","Closed","9/25/14 9:18 AM","9/27/14 5:30 AM","1 day 20 hours 11 minutes","","","","","","4"
"Virginia 511","VADOT","Road Construction","Work Zone","VA-5W west @ MM 5.100","Henrico","37.459521","-77.376174","Closed","9/25/14 9:11 AM","9/26/14 8:00 PM","1 day 10 hours 48 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","I-95N north @ MM 159.300","Prince William","38.663657","-77.274428","Closed","9/25/14 8:37 AM","9/25/14 3:12 PM","6 hours 34 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","I-95N north @ MM 169.000","Fairfax (County)","38.767593","-77.182654","Closed","9/25/14 8:37 AM","9/25/14 3:12 PM","6 hours 34 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","VA-5W west @ MM 5.100","Henrico","37.459681","-77.376323","Closed","9/25/14 9:11 AM","9/26/14 8:00 PM","1 day 10 hours 48 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","I-95S south @ MM 173.000","Fairfax (County)","38.798975","-77.123729","Closed","9/25/14 8:37 AM","9/25/14 3:12 PM","6 hours 34 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","I-95S south @ MM 164.900","Fairfax (County)","38.712769","-77.219985","Closed","9/25/14 8:37 AM","9/25/14 3:12 PM","6 hours 34 minutes","","","","","",""
"Virginia 511","VADOT","Road Construction","Work Zone","US-33W west @ MM 25.600","Rockingham","38.40375","-78.822417","Closed","9/25/14 6:57 AM","9/25/14 4:41 PM","9 hours 43 minutes","","","","","","2"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-95N north @ MM 130.000","Fredericksburg (City)","38.291473","-77.506812","Closed","9/25/14 7:30 AM","9/25/14 9:49 AM","2 hours 18 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81N north @ MM 13.500","Washington","36.681747","-82.034308","Closed","9/25/14 10:55 AM","9/25/14 3:29 PM","4 hours 33 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","US-29S south @ MM 48.700","Campbell","37.126781","-79.310714","Closed","9/25/14 9:02 AM","9/25/14 5:13 PM","8 hours 10 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","Rt. 670N (Montgomery County) north","Montgomery","37.071156","-80.456927","Closed","9/25/14 9:07 AM","9/25/14 4:19 PM","7 hours 11 minutes","","","","","","2"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 131.500","Montgomery","37.249188","-80.196253","Closed","9/25/14 8:58 AM","9/26/14 2:00 AM","17 hours 2 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","US-29N north @ MM 51.000","Campbell","37.13821","-79.270415","Closed","9/25/14 9:02 AM","9/25/14 5:13 PM","8 hours 10 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","VA-138S south @ MM 6.000","Lunenburg","36.820759","-78.08187","Closed","9/25/14 8:13 AM","9/25/14 11:51 AM","3 hours 37 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-564W west @ MM 1.900","Norfolk (City)","36.933027","-76.295379","Closed","9/25/14 9:08 AM","9/25/14 10:15 AM","1 hour 7 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 271.100","Shenandoah","38.73217","-78.652289","Closed","9/25/14 8:57 AM","9/25/14 12:37 PM","3 hours 39 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","VA-42N north @ MM 240.100","Rockingham","38.606251","-78.801002","Closed","9/25/14 9:27 AM","9/25/14 11:47 AM","2 hours 19 minutes","","","","","","2"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-64E east @ MM 109.000","Albemarle","38.035492","-78.697299","Closed","9/25/14 9:44 AM","9/25/14 11:56 AM","2 hours 12 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-64E east @ MM 14.000","Alleghany","37.800672","-79.922522","Closed","9/25/14 10:01 AM","9/25/14 4:59 PM","6 hours 58 minutes","","","","","","1"
