"System","Agency","Standardized Type","Agency-specific Type","Location","County","Latitude","Longitude","Open/Closed","Time Opened","Time Closed","Duration","Operator Notes","Notifications Sent","Responders","VMS Used","Vehicles Involved","Max Lanes Closed"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","Rt. 686W (Mecklenburg County) west","Mecklenburg","36.758614","-78.456985","Closed","9/25/14 8:09 AM","9/25/14 3:29 PM","7 hours 19 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-495N north @ MM 56.000","Fairfax (County)","38.793614","-77.179435","Closed","9/25/14 7:59 AM","9/25/14 10:30 PM","14 hours 31 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-95N north @ MM 170.000","Fairfax (County)","38.78611","-77.173374","Closed","9/25/14 7:59 AM","9/25/14 10:30 PM","14 hours 31 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 130.200","Montgomery","37.243086","-80.217521","Closed","9/25/14 8:58 AM","9/26/14 2:00 AM","17 hours 2 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 29.000","Washington","36.711077","-81.935473","Closed","9/25/14 6:48 AM","9/25/14 4:32 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-77S south @ MM 67.000","Bland","37.260012","-81.119769","Closed","9/25/14 8:44 AM","9/25/14 2:20 PM","5 hours 36 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","US-11N north @ MM 32.900","Smyth","36.789715","-81.698646","Closed","9/25/14 6:48 AM","9/25/14 5:15 PM","10 hours 27 minutes","","","","","","2"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 10.000","Washington","36.623241","-82.164432","Closed","9/25/14 6:48 AM","9/25/14 4:32 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81N north @ MM 0.000","Washington","36.682999","-82.015655","Closed","9/25/14 6:48 AM","9/25/14 4:32 PM","9 hours 43 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 74.900","Wythe","36.953698","-81.050704","Closed","9/25/14 7:11 AM","9/25/14 11:53 AM","4 hours 41 minutes","","","","","","1"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81S south @ MM 7.000","Washington","36.611324","-82.186866","Closed","9/25/14 6:48 AM","9/25/14 4:32 PM","9 hours 43 minutes","","","","","",""
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","Rt. 639W (Montgomery County) west","Montgomery","37.112793","-80.296359","Closed","9/25/14 7:20 AM","9/25/14 5:38 PM","10 hours 17 minutes","","","","","","2"
"Virginia 511","VADOT","Road Maintenance Operations","Work Zone","I-81N north @ MM 147.400","Botetourt","37.367901","-79.929065","Closed","9/25/14 8:30 AM","9/25/14 12:54 PM","4 hours 23 minutes","","","","","","1"
"Virginia 511","VADOT","Traffic Congestion","Incident","I-264E east","Portsmouth (City)","36.832294","-76.29412","Closed","9/25/14 6:55 AM","9/25/14 7:09 AM","13 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-495N north @ MM 44.000","Fairfax (County)","38.94876","-77.1998","Closed","9/25/14 8:16 AM","9/25/14 11:34 AM","3 hours 18 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-395 north","Arlington","38.873124","-77.043176","Closed","9/25/14 7:06 AM","9/25/14 10:29 AM","3 hours 23 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-495N north @ MM 52.000","Fairfax (County)","38.838672","-77.218736","Closed","9/25/14 6:47 AM","9/25/14 10:47 AM","3 hours 59 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-95N north @ MM 161.000","Prince William","38.671056","-77.249168","Closed","9/25/14 6:42 AM","9/25/14 8:07 AM","1 hour 24 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-395N north @ MM 5.400","Alexandria (City)","38.834916","-77.096432","Closed","9/25/14 6:35 AM","9/25/14 9:31 AM","2 hours 56 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-264E east","Portsmouth (City)","36.832294","-76.29412","Closed","9/25/14 7:40 AM","9/25/14 9:01 AM","1 hour 20 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-95N north @ MM 170.000","Fairfax (County)","38.78178","-77.179288","Closed","9/25/14 7:16 AM","9/25/14 10:25 AM","3 hours 8 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-66E east @ MM 46.000","Prince William","38.79984","-77.542096","Closed","9/25/14 6:14 AM","9/25/14 9:54 AM","3 hours 39 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-66 west","Arlington","38.891536","-77.066904","Closed","9/25/14 8:37 AM","9/25/14 9:53 AM","1 hour 16 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","VA-164E east @ MM 7.100","Portsmouth (City)","36.851494","-76.330543","Closed","9/25/14 6:41 AM","9/25/14 9:05 AM","2 hours 23 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-395N north @ MM 8.000","Arlington","38.864028","-77.068512","Closed","9/25/14 7:14 AM","9/25/14 9:54 AM","2 hours 40 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-64E east","Hampton (City)","37.011734","-76.322669","Closed","9/25/14 6:33 AM","9/25/14 8:36 AM","2 hours 2 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-395N north @ MM 2.400","Fairfax (County)","38.812976","-77.144184","Closed","9/25/14 6:09 AM","9/25/14 9:54 AM","3 hours 45 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-66E east @ MM 56.000","Fairfax (County)","38.855912","-77.379488","Closed","9/25/14 6:06 AM","9/25/14 8:55 AM","2 hours 48 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","US-58E east","Portsmouth (City)","36.857845","-76.31372","Closed","9/25/14 6:40 AM","9/25/14 9:04 AM","2 hours 23 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","I-64 west","Chesapeake (City)","36.758209","-76.297728","Closed","9/25/14 6:40 AM","9/25/14 8:49 AM","2 hours 8 minutes","","","","","",""
"Virginia 511","VADOT","Traffic Congestion","Incident","VA-288N north @ MM 25.000","Powhatan","37.571256","-77.682272","Closed","9/25/14 8:32 AM","9/25/14 9:24 AM","51 minutes","","","","","",""
"Virginia 511","VADOT","Utility Work","Work Zone","Rt. 1081E (Carroll County) east @ MM 0.000","Carroll","36.584545","-80.733905","Closed","9/25/14 9:09 AM","9/25/14 7:35 PM","10 hours 26 minutes","","","","","","2"
"Virginia 511","VADOT","Utility Work","Work Zone","VA-40E east @ MM 177.400","Dinwiddie","36.98167","-77.716811","Closed","9/25/14 7:43 AM","9/25/14 6:59 PM","11 hours 15 minutes","","","","","",""
"Virginia 511","VADOT","Utility Work","Work Zone","Rt. 1314N (Augusta County) north","Augusta","38.101401","-78.974139","Closed","9/25/14 8:47 AM","9/25/14 3:49 PM","7 hours 1 minute","","","","","","2"
