"timekey","glare","glarepotential","traffic_timestamp","tmc_crossing","avg"
"40506","f","TrueAM","2014-07-09 06:50:00","14th_HOV","55.5"
"40506","f","TrueAM","2014-07-09 06:50:00","14th_Main","49.1666666666667"
"40506","f","TrueAM","2014-07-09 06:50:00","Chain","33.3333333333333"
"40506","f","TrueAM","2014-07-09 06:50:00","Key","31.5"
"40506","f","TrueAM","2014-07-09 06:50:00","Memorial","32"
"40506","f","TrueAM","2014-07-09 06:50:00","Roosevelt","41"
"40507","f","TrueAM","2014-07-09 07:00:00","14th_HOV","44.5"
"40507","f","TrueAM","2014-07-09 07:00:00","14th_Main","41.5"
"40507","f","TrueAM","2014-07-09 07:00:00","Chain","30.6666666666667"
"40507","f","TrueAM","2014-07-09 07:00:00","Key","28.5"
"40507","f","TrueAM","2014-07-09 07:00:00","Memorial","31.5"
"40507","f","TrueAM","2014-07-09 07:00:00","Roosevelt","38.75"
"40508","f","TrueAM","2014-07-09 07:10:00","14th_HOV","44.5"
"40508","f","TrueAM","2014-07-09 07:10:00","14th_Main","41.5"
"40508","f","TrueAM","2014-07-09 07:10:00","Chain","30.6666666666667"
"40508","f","TrueAM","2014-07-09 07:10:00","Key","28.5"
"40508","f","TrueAM","2014-07-09 07:10:00","Memorial","31.5"
"40508","f","TrueAM","2014-07-09 07:10:00","Roosevelt","38.75"
"40509","f","TrueAM","2014-07-09 07:20:00","14th_HOV","44.5"
"40509","f","TrueAM","2014-07-09 07:20:00","14th_Main","41.5"
"40509","f","TrueAM","2014-07-09 07:20:00","Chain","30.6666666666667"
"40509","f","TrueAM","2014-07-09 07:20:00","Key","28.5"
"40509","f","TrueAM","2014-07-09 07:20:00","Memorial","31.5"
"40509","f","TrueAM","2014-07-09 07:20:00","Roosevelt","38.75"
"40580","f","TruePM","2014-07-09 19:10:00","14th_HOV","51"
"40580","f","TruePM","2014-07-09 19:10:00","14th_Main","35.1666666666667"
"40580","f","TruePM","2014-07-09 19:10:00","Chain","34"
"40580","f","TruePM","2014-07-09 19:10:00","Key","25.5"
"40580","f","TruePM","2014-07-09 19:10:00","Memorial","32"
"40580","f","TruePM","2014-07-09 19:10:00","Roosevelt","40"
"40581","f","TruePM","2014-07-09 19:20:00","14th_HOV","51"
"40581","f","TruePM","2014-07-09 19:20:00","14th_Main","35.1666666666667"
"40581","f","TruePM","2014-07-09 19:20:00","Chain","34"
"40581","f","TruePM","2014-07-09 19:20:00","Key","25.5"
"40581","f","TruePM","2014-07-09 19:20:00","Memorial","32"
"40581","f","TruePM","2014-07-09 19:20:00","Roosevelt","40"
"40582","f","TruePM","2014-07-09 19:30:00","14th_HOV","51"
"40582","f","TruePM","2014-07-09 19:30:00","14th_Main","35.1666666666667"
"40582","f","TruePM","2014-07-09 19:30:00","Chain","34"
"40582","f","TruePM","2014-07-09 19:30:00","Key","25.5"
"40582","f","TruePM","2014-07-09 19:30:00","Memorial","32"
"40582","f","TruePM","2014-07-09 19:30:00","Roosevelt","40"
"40583","f","TruePM","2014-07-09 19:40:00","14th_HOV","51"
"40583","f","TruePM","2014-07-09 19:40:00","14th_Main","35.1666666666667"
"40583","f","TruePM","2014-07-09 19:40:00","Chain","34"
"40583","f","TruePM","2014-07-09 19:40:00","Key","25.5"
"40583","f","TruePM","2014-07-09 19:40:00","Memorial","32"
"40583","f","TruePM","2014-07-09 19:40:00","Roosevelt","40"
"40584","f","TruePM","2014-07-09 19:50:00","14th_HOV","51.4500007629395"
"40584","f","TruePM","2014-07-09 19:50:00","14th_Main","36.3500003814697"
"40584","f","TruePM","2014-07-09 19:50:00","Chain","34.1333325703939"
"40584","f","TruePM","2014-07-09 19:50:00","Key","25.8000001907349"
"40584","f","TruePM","2014-07-09 19:50:00","Memorial","32.1000003814697"
"40584","f","TruePM","2014-07-09 19:50:00","Roosevelt","40.1499996185303"
"40585","f","TruePM","2014-07-09 20:00:00","14th_HOV","55.5"
"40585","f","TruePM","2014-07-09 20:00:00","14th_Main","47"
"40585","f","TruePM","2014-07-09 20:00:00","Chain","35.3333333333333"
"40585","f","TruePM","2014-07-09 20:00:00","Key","28.5"
"40585","f","TruePM","2014-07-09 20:00:00","Memorial","33"
"40585","f","TruePM","2014-07-09 20:00:00","Roosevelt","41.5"
"40586","f","TruePM","2014-07-09 20:10:00","14th_HOV","55.5"
"40586","f","TruePM","2014-07-09 20:10:00","14th_Main","47"
"40586","f","TruePM","2014-07-09 20:10:00","Chain","35.3333333333333"
"40586","f","TruePM","2014-07-09 20:10:00","Key","28.5"
"40586","f","TruePM","2014-07-09 20:10:00","Memorial","33"
"40586","f","TruePM","2014-07-09 20:10:00","Roosevelt","41.5"
"40587","f","TruePM","2014-07-09 20:20:00","14th_HOV","55.5"
"40587","f","TruePM","2014-07-09 20:20:00","14th_Main","47"
"40587","f","TruePM","2014-07-09 20:20:00","Chain","35.3333333333333"
"40587","f","TruePM","2014-07-09 20:20:00","Key","28.5"
"40587","f","TruePM","2014-07-09 20:20:00","Memorial","33"
"40587","f","TruePM","2014-07-09 20:20:00","Roosevelt","41.5"
"40588","f","TruePM","2014-07-09 20:30:00","14th_HOV","55.5"
"40588","f","TruePM","2014-07-09 20:30:00","14th_Main","47"
"40588","f","TruePM","2014-07-09 20:30:00","Chain","35.3333333333333"
"40588","f","TruePM","2014-07-09 20:30:00","Key","28.5"
"40588","f","TruePM","2014-07-09 20:30:00","Memorial","33"
"40588","f","TruePM","2014-07-09 20:30:00","Roosevelt","41.5"
"40645","f","TrueAM","2014-07-10 06:00:00","14th_HOV","56"
"40645","f","TrueAM","2014-07-10 06:00:00","14th_Main","49.1666666666667"
"40645","f","TrueAM","2014-07-10 06:00:00","Chain","33.3333333333333"
"40645","f","TrueAM","2014-07-10 06:00:00","Key","31.5"
"40645","f","TrueAM","2014-07-10 06:00:00","Memorial","32"
"40645","f","TrueAM","2014-07-10 06:00:00","Roosevelt","42.25"
"40646","f","TrueAM","2014-07-10 06:10:00","14th_HOV","56"
"40646","f","TrueAM","2014-07-10 06:10:00","14th_Main","49.1666666666667"
"40646","f","TrueAM","2014-07-10 06:10:00","Chain","33.3333333333333"
"40646","f","TrueAM","2014-07-10 06:10:00","Key","31.5"
"40646","f","TrueAM","2014-07-10 06:10:00","Memorial","32"
"40646","f","TrueAM","2014-07-10 06:10:00","Roosevelt","42.25"
"40647","f","TrueAM","2014-07-10 06:20:00","14th_HOV","56"
"40647","f","TrueAM","2014-07-10 06:20:00","14th_Main","49.1666666666667"
"40647","f","TrueAM","2014-07-10 06:20:00","Chain","33.3333333333333"
"40647","f","TrueAM","2014-07-10 06:20:00","Key","31.5"
"40647","f","TrueAM","2014-07-10 06:20:00","Memorial","32"
"40647","f","TrueAM","2014-07-10 06:20:00","Roosevelt","42.25"
"40648","f","TrueAM","2014-07-10 06:30:00","14th_HOV","56"
"40648","f","TrueAM","2014-07-10 06:30:00","14th_Main","49.1666666666667"
"40648","f","TrueAM","2014-07-10 06:30:00","Chain","33.3333333333333"
"40648","f","TrueAM","2014-07-10 06:30:00","Key","31.5"
"40648","f","TrueAM","2014-07-10 06:30:00","Memorial","32"
"40648","f","TrueAM","2014-07-10 06:30:00","Roosevelt","42.25"
"40649","f","TrueAM","2014-07-10 06:40:00","14th_HOV","56"
"40649","f","TrueAM","2014-07-10 06:40:00","14th_Main","49.1666666666667"
"40649","f","TrueAM","2014-07-10 06:40:00","Chain","33.3333333333333"
"40649","f","TrueAM","2014-07-10 06:40:00","Key","31.5"
"40649","f","TrueAM","2014-07-10 06:40:00","Memorial","32"
"40649","f","TrueAM","2014-07-10 06:40:00","Roosevelt","42.25"
"40650","f","TrueAM","2014-07-10 06:50:00","14th_HOV","56"
"40650","f","TrueAM","2014-07-10 06:50:00","14th_Main","49.1666666666667"
"40650","f","TrueAM","2014-07-10 06:50:00","Chain","33.3333333333333"
"40650","f","TrueAM","2014-07-10 06:50:00","Key","31.5"
"40650","f","TrueAM","2014-07-10 06:50:00","Memorial","32"
"40650","f","TrueAM","2014-07-10 06:50:00","Roosevelt","42.25"
"40651","f","TrueAM","2014-07-10 07:00:00","14th_HOV","45.5"
"40651","f","TrueAM","2014-07-10 07:00:00","14th_Main","41.3333333333333"
"40651","f","TrueAM","2014-07-10 07:00:00","Chain","31.6666666666667"
"40651","f","TrueAM","2014-07-10 07:00:00","Key","28.5"
"40651","f","TrueAM","2014-07-10 07:00:00","Memorial","31"
"40651","f","TrueAM","2014-07-10 07:00:00","Roosevelt","39.25"
"40652","f","TrueAM","2014-07-10 07:10:00","14th_HOV","45.5"
"40652","f","TrueAM","2014-07-10 07:10:00","14th_Main","41.3333333333333"
"40652","f","TrueAM","2014-07-10 07:10:00","Chain","31.6666666666667"
"40652","f","TrueAM","2014-07-10 07:10:00","Key","28.5"
"40652","f","TrueAM","2014-07-10 07:10:00","Memorial","31"
"40652","f","TrueAM","2014-07-10 07:10:00","Roosevelt","39.25"
"40653","f","TrueAM","2014-07-10 07:20:00","14th_HOV","45.5"
"40653","f","TrueAM","2014-07-10 07:20:00","14th_Main","41.3333333333333"
"40653","f","TrueAM","2014-07-10 07:20:00","Chain","31.6666666666667"
"40653","f","TrueAM","2014-07-10 07:20:00","Key","28.5"
"40653","f","TrueAM","2014-07-10 07:20:00","Memorial","31"
"40653","f","TrueAM","2014-07-10 07:20:00","Roosevelt","39.25"
"40724","f","TruePM","2014-07-10 19:10:00","14th_HOV","51"
"40724","f","TruePM","2014-07-10 19:10:00","14th_Main","35.8333333333333"
"40724","f","TruePM","2014-07-10 19:10:00","Chain","34"
"40724","f","TruePM","2014-07-10 19:10:00","Key","24"
"40724","f","TruePM","2014-07-10 19:10:00","Memorial","33"
"40724","f","TruePM","2014-07-10 19:10:00","Roosevelt","39"
"40725","f","TruePM","2014-07-10 19:20:00","14th_HOV","51"
"40725","f","TruePM","2014-07-10 19:20:00","14th_Main","35.8333333333333"
"40725","f","TruePM","2014-07-10 19:20:00","Chain","34"
"40725","f","TruePM","2014-07-10 19:20:00","Key","24"
"40725","f","TruePM","2014-07-10 19:20:00","Memorial","33"
"40725","f","TruePM","2014-07-10 19:20:00","Roosevelt","39"
"40726","f","TruePM","2014-07-10 19:30:00","14th_HOV","51"
"40726","f","TruePM","2014-07-10 19:30:00","14th_Main","35.8333333333333"
"40726","f","TruePM","2014-07-10 19:30:00","Chain","34"
"40726","f","TruePM","2014-07-10 19:30:00","Key","24"
"40726","f","TruePM","2014-07-10 19:30:00","Memorial","33"
"40726","f","TruePM","2014-07-10 19:30:00","Roosevelt","39"
"40727","f","TruePM","2014-07-10 19:40:00","14th_HOV","51"
"40727","f","TruePM","2014-07-10 19:40:00","14th_Main","35.8333333333333"
"40727","f","TruePM","2014-07-10 19:40:00","Chain","34"
"40727","f","TruePM","2014-07-10 19:40:00","Key","24"
"40727","f","TruePM","2014-07-10 19:40:00","Memorial","33"
"40727","f","TruePM","2014-07-10 19:40:00","Roosevelt","39"
"40728","f","TruePM","2014-07-10 19:50:00","14th_HOV","51"
"40728","f","TruePM","2014-07-10 19:50:00","14th_Main","35.8333333333333"
"40728","f","TruePM","2014-07-10 19:50:00","Chain","34"
"40728","f","TruePM","2014-07-10 19:50:00","Key","24"
"40728","f","TruePM","2014-07-10 19:50:00","Memorial","33"
"40728","f","TruePM","2014-07-10 19:50:00","Roosevelt","39"
"40729","f","TruePM","2014-07-10 20:00:00","14th_HOV","55.5"
"40729","f","TruePM","2014-07-10 20:00:00","14th_Main","46.6666666666667"
"40729","f","TruePM","2014-07-10 20:00:00","Chain","34.3333333333333"
"40729","f","TruePM","2014-07-10 20:00:00","Key","27.5"
"40729","f","TruePM","2014-07-10 20:00:00","Memorial","34"
"40729","f","TruePM","2014-07-10 20:00:00","Roosevelt","41"
"40730","f","TruePM","2014-07-10 20:10:00","14th_HOV","55.5"
"40730","f","TruePM","2014-07-10 20:10:00","14th_Main","46.6666666666667"
"40730","f","TruePM","2014-07-10 20:10:00","Chain","34.3333333333333"
"40730","f","TruePM","2014-07-10 20:10:00","Key","27.5"
"40730","f","TruePM","2014-07-10 20:10:00","Memorial","34"
"40730","f","TruePM","2014-07-10 20:10:00","Roosevelt","41"
"40731","f","TruePM","2014-07-10 20:20:00","14th_HOV","55.5"
"40731","f","TruePM","2014-07-10 20:20:00","14th_Main","46.6666666666667"
"40731","f","TruePM","2014-07-10 20:20:00","Chain","34.3333333333333"
"40731","f","TruePM","2014-07-10 20:20:00","Key","27.5"
"40731","f","TruePM","2014-07-10 20:20:00","Memorial","34"
"40731","f","TruePM","2014-07-10 20:20:00","Roosevelt","41"
"40732","f","TruePM","2014-07-10 20:30:00","14th_HOV","55.5"
"40732","f","TruePM","2014-07-10 20:30:00","14th_Main","46.6666666666667"
"40732","f","TruePM","2014-07-10 20:30:00","Chain","34.3333333333333"
"40732","f","TruePM","2014-07-10 20:30:00","Key","27.5"
"40732","f","TruePM","2014-07-10 20:30:00","Memorial","34"
"40732","f","TruePM","2014-07-10 20:30:00","Roosevelt","41"
"40789","f","TrueAM","2014-07-11 06:00:00","14th_HOV","57"
"40789","f","TrueAM","2014-07-11 06:00:00","14th_Main","49.5"
"40789","f","TrueAM","2014-07-11 06:00:00","Chain","33.6666666666667"
"40789","f","TrueAM","2014-07-11 06:00:00","Key","31"
"40789","f","TrueAM","2014-07-11 06:00:00","Memorial","32.5"
"40789","f","TrueAM","2014-07-11 06:00:00","Roosevelt","41.75"
"40790","f","TrueAM","2014-07-11 06:10:00","14th_HOV","57"
"40790","f","TrueAM","2014-07-11 06:10:00","14th_Main","49.5"
"40790","f","TrueAM","2014-07-11 06:10:00","Chain","33.6666666666667"
"40790","f","TrueAM","2014-07-11 06:10:00","Key","31"
"40790","f","TrueAM","2014-07-11 06:10:00","Memorial","32.5"
"40790","f","TrueAM","2014-07-11 06:10:00","Roosevelt","41.75"
"40791","f","TrueAM","2014-07-11 06:20:00","14th_HOV","57"
"40791","f","TrueAM","2014-07-11 06:20:00","14th_Main","49.5"
"40791","f","TrueAM","2014-07-11 06:20:00","Chain","33.6666666666667"
"40791","f","TrueAM","2014-07-11 06:20:00","Key","31"
"40791","f","TrueAM","2014-07-11 06:20:00","Memorial","32.5"
"40791","f","TrueAM","2014-07-11 06:20:00","Roosevelt","41.75"
"40792","f","TrueAM","2014-07-11 06:30:00","14th_HOV","57"
"40792","f","TrueAM","2014-07-11 06:30:00","14th_Main","49.5"
"40792","f","TrueAM","2014-07-11 06:30:00","Chain","33.6666666666667"
"40792","f","TrueAM","2014-07-11 06:30:00","Key","31"
"40792","f","TrueAM","2014-07-11 06:30:00","Memorial","32.5"
"40792","f","TrueAM","2014-07-11 06:30:00","Roosevelt","41.75"
"40793","f","TrueAM","2014-07-11 06:40:00","14th_HOV","57"
"40793","f","TrueAM","2014-07-11 06:40:00","14th_Main","49.5"
"40793","f","TrueAM","2014-07-11 06:40:00","Chain","33.6666666666667"
"40793","f","TrueAM","2014-07-11 06:40:00","Key","31"
"40793","f","TrueAM","2014-07-11 06:40:00","Memorial","32.5"
"40793","f","TrueAM","2014-07-11 06:40:00","Roosevelt","41.75"
"40794","f","TrueAM","2014-07-11 06:50:00","14th_HOV","57"
"40794","f","TrueAM","2014-07-11 06:50:00","14th_Main","49.5"
"40794","f","TrueAM","2014-07-11 06:50:00","Chain","33.6666666666667"
"40794","f","TrueAM","2014-07-11 06:50:00","Key","31"
"40794","f","TrueAM","2014-07-11 06:50:00","Memorial","32.5"
"40794","f","TrueAM","2014-07-11 06:50:00","Roosevelt","41.75"
"40795","f","TrueAM","2014-07-11 07:00:00","14th_HOV","52.5"
"40795","f","TrueAM","2014-07-11 07:00:00","14th_Main","44.1666666666667"
"40795","f","TrueAM","2014-07-11 07:00:00","Chain","32"
"40795","f","TrueAM","2014-07-11 07:00:00","Key","28"
"40795","f","TrueAM","2014-07-11 07:00:00","Memorial","31.5"
"40795","f","TrueAM","2014-07-11 07:00:00","Roosevelt","39.75"
"40796","f","TrueAM","2014-07-11 07:10:00","14th_HOV","52.5"
"40796","f","TrueAM","2014-07-11 07:10:00","14th_Main","44.1666666666667"
"40796","f","TrueAM","2014-07-11 07:10:00","Chain","32"
"40796","f","TrueAM","2014-07-11 07:10:00","Key","28"
"40796","f","TrueAM","2014-07-11 07:10:00","Memorial","31.5"
"40796","f","TrueAM","2014-07-11 07:10:00","Roosevelt","39.75"
"40797","f","TrueAM","2014-07-11 07:20:00","14th_HOV","52.5"
"40797","f","TrueAM","2014-07-11 07:20:00","14th_Main","44.1666666666667"
"40797","f","TrueAM","2014-07-11 07:20:00","Chain","32"
"40797","f","TrueAM","2014-07-11 07:20:00","Key","28"
"40797","f","TrueAM","2014-07-11 07:20:00","Memorial","31.5"
"40797","f","TrueAM","2014-07-11 07:20:00","Roosevelt","39.75"
"40868","f","TruePM","2014-07-11 19:10:00","14th_HOV","54.5"
"40868","f","TruePM","2014-07-11 19:10:00","14th_Main","40.1666666666667"
"40868","f","TruePM","2014-07-11 19:10:00","Chain","31.6666666666667"
"40868","f","TruePM","2014-07-11 19:10:00","Key","25.5"
"40868","f","TruePM","2014-07-11 19:10:00","Memorial","31"
"40868","f","TruePM","2014-07-11 19:10:00","Roosevelt","39.25"
"40869","f","TruePM","2014-07-11 19:20:00","14th_HOV","54.5"
"40869","f","TruePM","2014-07-11 19:20:00","14th_Main","40.1666666666667"
"40869","f","TruePM","2014-07-11 19:20:00","Chain","31.6666666666667"
"40869","f","TruePM","2014-07-11 19:20:00","Key","25.5"
"40869","f","TruePM","2014-07-11 19:20:00","Memorial","31"
"40869","f","TruePM","2014-07-11 19:20:00","Roosevelt","39.25"
"40870","f","TruePM","2014-07-11 19:30:00","14th_HOV","54.5"
"40870","f","TruePM","2014-07-11 19:30:00","14th_Main","40.1666666666667"
"40870","f","TruePM","2014-07-11 19:30:00","Chain","31.6666666666667"
"40870","f","TruePM","2014-07-11 19:30:00","Key","25.5"
"40870","f","TruePM","2014-07-11 19:30:00","Memorial","31"
"40870","f","TruePM","2014-07-11 19:30:00","Roosevelt","39.25"
"40871","f","TruePM","2014-07-11 19:40:00","14th_HOV","54.5"
"40871","f","TruePM","2014-07-11 19:40:00","14th_Main","40.1666666666667"
"40871","f","TruePM","2014-07-11 19:40:00","Chain","31.6666666666667"
"40871","f","TruePM","2014-07-11 19:40:00","Key","25.5"
"40871","f","TruePM","2014-07-11 19:40:00","Memorial","31"
"40871","f","TruePM","2014-07-11 19:40:00","Roosevelt","39.25"
"40872","f","TruePM","2014-07-11 19:50:00","14th_HOV","54.5"
"40872","f","TruePM","2014-07-11 19:50:00","14th_Main","40.1666666666667"
"40872","f","TruePM","2014-07-11 19:50:00","Chain","31.6666666666667"
"40872","f","TruePM","2014-07-11 19:50:00","Key","25.5"
"40872","f","TruePM","2014-07-11 19:50:00","Memorial","31"
"40872","f","TruePM","2014-07-11 19:50:00","Roosevelt","39.25"
"40873","f","TruePM","2014-07-11 20:00:00","14th_HOV","55.5"
"40873","f","TruePM","2014-07-11 20:00:00","14th_Main","46.3333333333333"
"40873","f","TruePM","2014-07-11 20:00:00","Chain","32"
"40873","f","TruePM","2014-07-11 20:00:00","Key","29.5"
"40873","f","TruePM","2014-07-11 20:00:00","Memorial","31.5"
"40873","f","TruePM","2014-07-11 20:00:00","Roosevelt","41"
"40874","f","TruePM","2014-07-11 20:10:00","14th_HOV","55.5"
"40874","f","TruePM","2014-07-11 20:10:00","14th_Main","46.3333333333333"
"40874","f","TruePM","2014-07-11 20:10:00","Chain","32"
"40874","f","TruePM","2014-07-11 20:10:00","Key","29.5"
"40874","f","TruePM","2014-07-11 20:10:00","Memorial","31.5"
"40874","f","TruePM","2014-07-11 20:10:00","Roosevelt","41"
"40875","f","TruePM","2014-07-11 20:20:00","14th_HOV","55.5"
"40875","f","TruePM","2014-07-11 20:20:00","14th_Main","46.3333333333333"
"40875","f","TruePM","2014-07-11 20:20:00","Chain","32"
"40875","f","TruePM","2014-07-11 20:20:00","Key","29.5"
"40875","f","TruePM","2014-07-11 20:20:00","Memorial","31.5"
"40875","f","TruePM","2014-07-11 20:20:00","Roosevelt","41"
"40876","f","TruePM","2014-07-11 20:30:00","14th_HOV","55.5"
"40876","f","TruePM","2014-07-11 20:30:00","14th_Main","46.3333333333333"
"40876","f","TruePM","2014-07-11 20:30:00","Chain","32"
"40876","f","TruePM","2014-07-11 20:30:00","Key","29.5"
"40876","f","TruePM","2014-07-11 20:30:00","Memorial","31.5"
"40876","f","TruePM","2014-07-11 20:30:00","Roosevelt","41"
"41221","f","TrueAM","2014-07-14 06:00:00","14th_HOV","56.5"
"41221","f","TrueAM","2014-07-14 06:00:00","14th_Main","48.8333333333333"
"41221","f","TrueAM","2014-07-14 06:00:00","Chain","31.6666666666667"
"41221","f","TrueAM","2014-07-14 06:00:00","Key","33"
"41221","f","TrueAM","2014-07-14 06:00:00","Memorial","30.5"
"41221","f","TrueAM","2014-07-14 06:00:00","Roosevelt","41.75"
"41222","f","TrueAM","2014-07-14 06:10:00","14th_HOV","56.5"
"41222","f","TrueAM","2014-07-14 06:10:00","14th_Main","48.8333333333333"
"41222","f","TrueAM","2014-07-14 06:10:00","Chain","31.6666666666667"
"41222","f","TrueAM","2014-07-14 06:10:00","Key","33"
"41222","f","TrueAM","2014-07-14 06:10:00","Memorial","30.5"
"41222","f","TrueAM","2014-07-14 06:10:00","Roosevelt","41.75"
"41223","f","TrueAM","2014-07-14 06:20:00","14th_HOV","56.5"
"41223","f","TrueAM","2014-07-14 06:20:00","14th_Main","48.8333333333333"
"41223","f","TrueAM","2014-07-14 06:20:00","Chain","31.6666666666667"
"41223","f","TrueAM","2014-07-14 06:20:00","Key","33"
"41223","f","TrueAM","2014-07-14 06:20:00","Memorial","30.5"
"41223","f","TrueAM","2014-07-14 06:20:00","Roosevelt","41.75"
"41224","f","TrueAM","2014-07-14 06:30:00","14th_HOV","56.5"
"41224","f","TrueAM","2014-07-14 06:30:00","14th_Main","48.8333333333333"
"41224","f","TrueAM","2014-07-14 06:30:00","Chain","31.6666666666667"
"41224","f","TrueAM","2014-07-14 06:30:00","Key","33"
"41224","f","TrueAM","2014-07-14 06:30:00","Memorial","30.5"
"41224","f","TrueAM","2014-07-14 06:30:00","Roosevelt","41.75"
"41225","f","TrueAM","2014-07-14 06:40:00","14th_HOV","56.5"
"41225","f","TrueAM","2014-07-14 06:40:00","14th_Main","48.8333333333333"
"41225","f","TrueAM","2014-07-14 06:40:00","Chain","31.6666666666667"
"41225","f","TrueAM","2014-07-14 06:40:00","Key","33"
"41225","f","TrueAM","2014-07-14 06:40:00","Memorial","30.5"
"41225","f","TrueAM","2014-07-14 06:40:00","Roosevelt","41.75"
"41226","f","TrueAM","2014-07-14 06:50:00","14th_HOV","56.5"
"41226","f","TrueAM","2014-07-14 06:50:00","14th_Main","48.8333333333333"
"41226","f","TrueAM","2014-07-14 06:50:00","Chain","31.6666666666667"
"41226","f","TrueAM","2014-07-14 06:50:00","Key","33"
"41226","f","TrueAM","2014-07-14 06:50:00","Memorial","30.5"
"41226","f","TrueAM","2014-07-14 06:50:00","Roosevelt","41.75"
"41227","f","TrueAM","2014-07-14 07:00:00","14th_HOV","47"
"41227","f","TrueAM","2014-07-14 07:00:00","14th_Main","41.8333333333333"
"41227","f","TrueAM","2014-07-14 07:00:00","Chain","30.3333333333333"
"41227","f","TrueAM","2014-07-14 07:00:00","Key","29"
"41227","f","TrueAM","2014-07-14 07:00:00","Memorial","31"
"41227","f","TrueAM","2014-07-14 07:00:00","Roosevelt","39.25"
"41228","f","TrueAM","2014-07-14 07:10:00","14th_HOV","47"
"41228","f","TrueAM","2014-07-14 07:10:00","14th_Main","41.8333333333333"
"41228","f","TrueAM","2014-07-14 07:10:00","Chain","30.3333333333333"
"41228","f","TrueAM","2014-07-14 07:10:00","Key","29"
"41228","f","TrueAM","2014-07-14 07:10:00","Memorial","31"
"41228","f","TrueAM","2014-07-14 07:10:00","Roosevelt","39.25"
"41229","f","TrueAM","2014-07-14 07:20:00","14th_HOV","47"
"41229","f","TrueAM","2014-07-14 07:20:00","14th_Main","41.8333333333333"
"41229","f","TrueAM","2014-07-14 07:20:00","Chain","30.3333333333333"
"41229","f","TrueAM","2014-07-14 07:20:00","Key","29"
"41229","f","TrueAM","2014-07-14 07:20:00","Memorial","31"
"41229","f","TrueAM","2014-07-14 07:20:00","Roosevelt","39.25"
"41300","f","TruePM","2014-07-14 19:10:00","14th_HOV","55.5"
"41300","f","TruePM","2014-07-14 19:10:00","14th_Main","42.3333333333333"
"41300","f","TruePM","2014-07-14 19:10:00","Chain","33.6666666666667"
"41300","f","TruePM","2014-07-14 19:10:00","Key","27.5"
"41300","f","TruePM","2014-07-14 19:10:00","Memorial","32"
"41300","f","TruePM","2014-07-14 19:10:00","Roosevelt","40.5"
"41301","f","TruePM","2014-07-14 19:20:00","14th_HOV","55.5"
"41301","f","TruePM","2014-07-14 19:20:00","14th_Main","42.3333333333333"
"41301","f","TruePM","2014-07-14 19:20:00","Chain","33.6666666666667"
"41301","f","TruePM","2014-07-14 19:20:00","Key","27.5"
"41301","f","TruePM","2014-07-14 19:20:00","Memorial","32"
"41301","f","TruePM","2014-07-14 19:20:00","Roosevelt","40.5"
"41302","f","TruePM","2014-07-14 19:30:00","14th_HOV","55.5"
"41302","f","TruePM","2014-07-14 19:30:00","14th_Main","42.3333333333333"
"41302","f","TruePM","2014-07-14 19:30:00","Chain","33.6666666666667"
"41302","f","TruePM","2014-07-14 19:30:00","Key","27.5"
"41302","f","TruePM","2014-07-14 19:30:00","Memorial","32"
"41302","f","TruePM","2014-07-14 19:30:00","Roosevelt","40.5"
"41303","f","TruePM","2014-07-14 19:40:00","14th_HOV","55.5"
"41303","f","TruePM","2014-07-14 19:40:00","14th_Main","42.3333333333333"
"41303","f","TruePM","2014-07-14 19:40:00","Chain","33.6666666666667"
"41303","f","TruePM","2014-07-14 19:40:00","Key","27.5"
"41303","f","TruePM","2014-07-14 19:40:00","Memorial","32"
"41303","f","TruePM","2014-07-14 19:40:00","Roosevelt","40.5"
"41304","f","TruePM","2014-07-14 19:50:00","14th_HOV","55.5"
"41304","f","TruePM","2014-07-14 19:50:00","14th_Main","42.3333333333333"
"41304","f","TruePM","2014-07-14 19:50:00","Chain","33.6666666666667"
"41304","f","TruePM","2014-07-14 19:50:00","Key","27.5"
"41304","f","TruePM","2014-07-14 19:50:00","Memorial","32"
"41304","f","TruePM","2014-07-14 19:50:00","Roosevelt","40.5"
"41305","f","TruePM","2014-07-14 20:00:00","14th_HOV","56"
"41305","f","TruePM","2014-07-14 20:00:00","14th_Main","48.5"
"41305","f","TruePM","2014-07-14 20:00:00","Chain","34.3333333333333"
"41305","f","TruePM","2014-07-14 20:00:00","Key","28"
"41305","f","TruePM","2014-07-14 20:00:00","Memorial","33.5"
"41305","f","TruePM","2014-07-14 20:00:00","Roosevelt","41"
"41306","f","TruePM","2014-07-14 20:10:00","14th_HOV","56"
"41306","f","TruePM","2014-07-14 20:10:00","14th_Main","48.5"
"41306","f","TruePM","2014-07-14 20:10:00","Chain","34.3333333333333"
"41306","f","TruePM","2014-07-14 20:10:00","Key","28"
"41306","f","TruePM","2014-07-14 20:10:00","Memorial","33.5"
"41306","f","TruePM","2014-07-14 20:10:00","Roosevelt","41"
"41307","f","TruePM","2014-07-14 20:20:00","14th_HOV","56"
"41307","f","TruePM","2014-07-14 20:20:00","14th_Main","48.5"
"41307","f","TruePM","2014-07-14 20:20:00","Chain","34.3333333333333"
"41307","f","TruePM","2014-07-14 20:20:00","Key","28"
"41307","f","TruePM","2014-07-14 20:20:00","Memorial","33.5"
"41307","f","TruePM","2014-07-14 20:20:00","Roosevelt","41"
"41308","f","TruePM","2014-07-14 20:30:00","14th_HOV","56"
