"timekey","glare","glarepotential","traffic_timestamp","tmc_crossing","avg"
"16660","f","TruePM","2014-01-24 16:30:00","14th_HOV","44.75"
"16660","f","TruePM","2014-01-24 16:30:00","14th_Main","30.125"
"16660","f","TruePM","2014-01-24 16:30:00","Chain","30.6666666666667"
"16660","f","TruePM","2014-01-24 16:30:00","Key","25.5"
"16660","f","TruePM","2014-01-24 16:30:00","Memorial","35.5"
"16660","f","TruePM","2014-01-24 16:30:00","Roosevelt","41.5"
"16661","f","TruePM","2014-01-24 16:40:00","14th_HOV","44.75"
"16661","f","TruePM","2014-01-24 16:40:00","14th_Main","30.125"
"16661","f","TruePM","2014-01-24 16:40:00","Chain","30.6666666666667"
"16661","f","TruePM","2014-01-24 16:40:00","Key","25.5"
"16661","f","TruePM","2014-01-24 16:40:00","Memorial","35.5"
"16661","f","TruePM","2014-01-24 16:40:00","Roosevelt","41.5"
"16662","f","TruePM","2014-01-24 16:50:00","14th_HOV","44.75"
"16662","f","TruePM","2014-01-24 16:50:00","14th_Main","30.125"
"16662","f","TruePM","2014-01-24 16:50:00","Chain","30.6666666666667"
"16662","f","TruePM","2014-01-24 16:50:00","Key","25.5"
"16662","f","TruePM","2014-01-24 16:50:00","Memorial","35.5"
"16662","f","TruePM","2014-01-24 16:50:00","Roosevelt","41.5"
"16663","f","TruePM","2014-01-24 17:00:00","14th_HOV","45.5"
"16663","f","TruePM","2014-01-24 17:00:00","14th_Main","27.75"
"16663","f","TruePM","2014-01-24 17:00:00","Chain","30"
"16663","f","TruePM","2014-01-24 17:00:00","Key","22.5"
"16663","f","TruePM","2014-01-24 17:00:00","Memorial","35.5"
"16663","f","TruePM","2014-01-24 17:00:00","Roosevelt","40.5"
"16664","f","TruePM","2014-01-24 17:10:00","14th_HOV","45.5"
"16664","f","TruePM","2014-01-24 17:10:00","14th_Main","27.75"
"16664","f","TruePM","2014-01-24 17:10:00","Chain","30"
"16664","f","TruePM","2014-01-24 17:10:00","Key","22.5"
"16664","f","TruePM","2014-01-24 17:10:00","Memorial","35.5"
"16664","f","TruePM","2014-01-24 17:10:00","Roosevelt","40.5"
"16665","f","TruePM","2014-01-24 17:20:00","14th_HOV","45.5"
"16665","f","TruePM","2014-01-24 17:20:00","14th_Main","27.75"
"16665","f","TruePM","2014-01-24 17:20:00","Chain","30"
"16665","f","TruePM","2014-01-24 17:20:00","Key","22.5"
"16665","f","TruePM","2014-01-24 17:20:00","Memorial","35.5"
"16665","f","TruePM","2014-01-24 17:20:00","Roosevelt","40.5"
"17037","f","TrueAM","2014-01-27 07:20:00","14th_HOV","46.5"
"17037","f","TrueAM","2014-01-27 07:20:00","14th_Main","39.5"
"17037","f","TrueAM","2014-01-27 07:20:00","Chain","30"
"17037","f","TrueAM","2014-01-27 07:20:00","Key","27.5"
"17037","f","TrueAM","2014-01-27 07:20:00","Memorial","38"
"17037","f","TrueAM","2014-01-27 07:20:00","Roosevelt","42.5"
"17038","f","TrueAM","2014-01-27 07:30:00","14th_HOV","46.5"
"17038","f","TrueAM","2014-01-27 07:30:00","14th_Main","39.5"
"17038","f","TrueAM","2014-01-27 07:30:00","Chain","30"
"17038","f","TrueAM","2014-01-27 07:30:00","Key","27.5"
"17038","f","TrueAM","2014-01-27 07:30:00","Memorial","38"
"17038","f","TrueAM","2014-01-27 07:30:00","Roosevelt","42.5"
"17039","f","TrueAM","2014-01-27 07:40:00","14th_HOV","46.5"
"17039","f","TrueAM","2014-01-27 07:40:00","14th_Main","39.5"
"17039","f","TrueAM","2014-01-27 07:40:00","Chain","30"
"17039","f","TrueAM","2014-01-27 07:40:00","Key","27.5"
"17039","f","TrueAM","2014-01-27 07:40:00","Memorial","38"
"17039","f","TrueAM","2014-01-27 07:40:00","Roosevelt","42.5"
"17040","f","TrueAM","2014-01-27 07:50:00","14th_HOV","46.5"
"17040","f","TrueAM","2014-01-27 07:50:00","14th_Main","39.5"
"17040","f","TrueAM","2014-01-27 07:50:00","Chain","30"
"17040","f","TrueAM","2014-01-27 07:50:00","Key","27.5"
"17040","f","TrueAM","2014-01-27 07:50:00","Memorial","38"
"17040","f","TrueAM","2014-01-27 07:50:00","Roosevelt","42.5"
"17041","f","TrueAM","2014-01-27 08:00:00","14th_HOV","43"
"17041","f","TrueAM","2014-01-27 08:00:00","14th_Main","33.625"
"17041","f","TrueAM","2014-01-27 08:00:00","Chain","25"
"17041","f","TrueAM","2014-01-27 08:00:00","Key","22"
"17041","f","TrueAM","2014-01-27 08:00:00","Memorial","37"
"17041","f","TrueAM","2014-01-27 08:00:00","Roosevelt","34.5"
"17042","f","TrueAM","2014-01-27 08:10:00","14th_HOV","43"
"17042","f","TrueAM","2014-01-27 08:10:00","14th_Main","33.625"
"17042","f","TrueAM","2014-01-27 08:10:00","Chain","25"
"17042","f","TrueAM","2014-01-27 08:10:00","Key","22"
"17042","f","TrueAM","2014-01-27 08:10:00","Memorial","37"
"17042","f","TrueAM","2014-01-27 08:10:00","Roosevelt","34.5"
"17043","f","TrueAM","2014-01-27 08:20:00","14th_HOV","43"
"17043","f","TrueAM","2014-01-27 08:20:00","14th_Main","33.625"
"17043","f","TrueAM","2014-01-27 08:20:00","Chain","25"
"17043","f","TrueAM","2014-01-27 08:20:00","Key","22"
"17043","f","TrueAM","2014-01-27 08:20:00","Memorial","37"
"17043","f","TrueAM","2014-01-27 08:20:00","Roosevelt","34.5"
"17044","f","TrueAM","2014-01-27 08:30:00","14th_HOV","43"
"17044","f","TrueAM","2014-01-27 08:30:00","14th_Main","33.625"
"17044","f","TrueAM","2014-01-27 08:30:00","Chain","25"
"17044","f","TrueAM","2014-01-27 08:30:00","Key","22"
"17044","f","TrueAM","2014-01-27 08:30:00","Memorial","37"
"17044","f","TrueAM","2014-01-27 08:30:00","Roosevelt","34.5"
"17045","f","TrueAM","2014-01-27 08:40:00","14th_HOV","43"
"17045","f","TrueAM","2014-01-27 08:40:00","14th_Main","33.625"
"17045","f","TrueAM","2014-01-27 08:40:00","Chain","25"
"17045","f","TrueAM","2014-01-27 08:40:00","Key","22"
"17045","f","TrueAM","2014-01-27 08:40:00","Memorial","37"
"17045","f","TrueAM","2014-01-27 08:40:00","Roosevelt","34.5"
"17089","f","TruePM","2014-01-27 16:00:00","14th_HOV","54.25"
"17089","f","TruePM","2014-01-27 16:00:00","14th_Main","41.5"
"17089","f","TruePM","2014-01-27 16:00:00","Chain","30.6666666666667"
"17089","f","TruePM","2014-01-27 16:00:00","Key","28.5"
"17089","f","TruePM","2014-01-27 16:00:00","Memorial","36"
"17089","f","TruePM","2014-01-27 16:00:00","Roosevelt","43.25"
"17090","f","TruePM","2014-01-27 16:10:00","14th_HOV","54.25"
"17090","f","TruePM","2014-01-27 16:10:00","14th_Main","41.5"
"17090","f","TruePM","2014-01-27 16:10:00","Chain","30.6666666666667"
"17090","f","TruePM","2014-01-27 16:10:00","Key","28.5"
"17090","f","TruePM","2014-01-27 16:10:00","Memorial","36"
"17090","f","TruePM","2014-01-27 16:10:00","Roosevelt","43.25"
"17091","f","TruePM","2014-01-27 16:20:00","14th_HOV","54.25"
"17091","f","TruePM","2014-01-27 16:20:00","14th_Main","41.5"
"17091","f","TruePM","2014-01-27 16:20:00","Chain","30.6666666666667"
"17091","f","TruePM","2014-01-27 16:20:00","Key","28.5"
"17091","f","TruePM","2014-01-27 16:20:00","Memorial","36"
"17091","f","TruePM","2014-01-27 16:20:00","Roosevelt","43.25"
"17092","f","TruePM","2014-01-27 16:30:00","14th_HOV","54.25"
"17092","f","TruePM","2014-01-27 16:30:00","14th_Main","41.5"
"17092","f","TruePM","2014-01-27 16:30:00","Chain","30.6666666666667"
"17092","f","TruePM","2014-01-27 16:30:00","Key","28.5"
"17092","f","TruePM","2014-01-27 16:30:00","Memorial","36"
"17092","f","TruePM","2014-01-27 16:30:00","Roosevelt","43.25"
"17093","f","TruePM","2014-01-27 16:40:00","14th_HOV","54.25"
"17093","f","TruePM","2014-01-27 16:40:00","14th_Main","41.5"
"17093","f","TruePM","2014-01-27 16:40:00","Chain","30.6666666666667"
"17093","f","TruePM","2014-01-27 16:40:00","Key","28.5"
"17093","f","TruePM","2014-01-27 16:40:00","Memorial","36"
"17093","f","TruePM","2014-01-27 16:40:00","Roosevelt","43.25"
"17094","f","TruePM","2014-01-27 16:50:00","14th_HOV","54.25"
"17094","f","TruePM","2014-01-27 16:50:00","14th_Main","41.5"
"17094","f","TruePM","2014-01-27 16:50:00","Chain","30.6666666666667"
"17094","f","TruePM","2014-01-27 16:50:00","Key","28.5"
"17094","f","TruePM","2014-01-27 16:50:00","Memorial","36"
"17094","f","TruePM","2014-01-27 16:50:00","Roosevelt","43.25"
"17095","f","TruePM","2014-01-27 17:00:00","14th_HOV","52.5"
"17095","f","TruePM","2014-01-27 17:00:00","14th_Main","36"
"17095","f","TruePM","2014-01-27 17:00:00","Chain","29.3333333333333"
"17095","f","TruePM","2014-01-27 17:00:00","Key","26.5"
"17095","f","TruePM","2014-01-27 17:00:00","Memorial","36"
"17095","f","TruePM","2014-01-27 17:00:00","Roosevelt","40.25"
"17096","f","TruePM","2014-01-27 17:10:00","14th_HOV","52.5"
"17096","f","TruePM","2014-01-27 17:10:00","14th_Main","36"
"17096","f","TruePM","2014-01-27 17:10:00","Chain","29.3333333333333"
"17096","f","TruePM","2014-01-27 17:10:00","Key","26.5"
"17096","f","TruePM","2014-01-27 17:10:00","Memorial","36"
"17096","f","TruePM","2014-01-27 17:10:00","Roosevelt","40.25"
"17097","f","TruePM","2014-01-27 17:20:00","14th_HOV","52.5"
"17097","f","TruePM","2014-01-27 17:20:00","14th_Main","36"
"17097","f","TruePM","2014-01-27 17:20:00","Chain","29.3333333333333"
"17097","f","TruePM","2014-01-27 17:20:00","Key","26.5"
"17097","f","TruePM","2014-01-27 17:20:00","Memorial","36"
"17097","f","TruePM","2014-01-27 17:20:00","Roosevelt","40.25"
"17181","f","TrueAM","2014-01-28 07:20:00","14th_HOV","44"
"17181","f","TrueAM","2014-01-28 07:20:00","14th_Main","38.125"
"17181","f","TrueAM","2014-01-28 07:20:00","Chain","30.3333333333333"
"17181","f","TrueAM","2014-01-28 07:20:00","Key","28"
"17181","f","TrueAM","2014-01-28 07:20:00","Memorial","36.5"
"17181","f","TrueAM","2014-01-28 07:20:00","Roosevelt","40.75"
"17182","f","TrueAM","2014-01-28 07:30:00","14th_HOV","44"
"17182","f","TrueAM","2014-01-28 07:30:00","14th_Main","38.125"
"17182","f","TrueAM","2014-01-28 07:30:00","Chain","30.3333333333333"
"17182","f","TrueAM","2014-01-28 07:30:00","Key","28"
"17182","f","TrueAM","2014-01-28 07:30:00","Memorial","36.5"
"17182","f","TrueAM","2014-01-28 07:30:00","Roosevelt","40.75"
"17183","f","TrueAM","2014-01-28 07:40:00","14th_HOV","44"
"17183","f","TrueAM","2014-01-28 07:40:00","14th_Main","38.125"
"17183","f","TrueAM","2014-01-28 07:40:00","Chain","30.3333333333333"
"17183","f","TrueAM","2014-01-28 07:40:00","Key","28"
"17183","f","TrueAM","2014-01-28 07:40:00","Memorial","36.5"
"17183","f","TrueAM","2014-01-28 07:40:00","Roosevelt","40.75"
"17184","f","TrueAM","2014-01-28 07:50:00","14th_HOV","44"
"17184","f","TrueAM","2014-01-28 07:50:00","14th_Main","38.125"
"17184","f","TrueAM","2014-01-28 07:50:00","Chain","30.3333333333333"
"17184","f","TrueAM","2014-01-28 07:50:00","Key","28"
"17184","f","TrueAM","2014-01-28 07:50:00","Memorial","36.5"
"17184","f","TrueAM","2014-01-28 07:50:00","Roosevelt","40.75"
"17185","f","TrueAM","2014-01-28 08:00:00","14th_HOV","40"
"17185","f","TrueAM","2014-01-28 08:00:00","14th_Main","33"
"17185","f","TrueAM","2014-01-28 08:00:00","Chain","25"
"17185","f","TrueAM","2014-01-28 08:00:00","Key","21.5"
"17185","f","TrueAM","2014-01-28 08:00:00","Memorial","36"
"17185","f","TrueAM","2014-01-28 08:00:00","Roosevelt","34"
"17186","f","TrueAM","2014-01-28 08:10:00","14th_HOV","40"
"17186","f","TrueAM","2014-01-28 08:10:00","14th_Main","33"
"17186","f","TrueAM","2014-01-28 08:10:00","Chain","25"
"17186","f","TrueAM","2014-01-28 08:10:00","Key","21.5"
"17186","f","TrueAM","2014-01-28 08:10:00","Memorial","36"
"17186","f","TrueAM","2014-01-28 08:10:00","Roosevelt","34"
"17187","f","TrueAM","2014-01-28 08:20:00","14th_HOV","40"
"17187","f","TrueAM","2014-01-28 08:20:00","14th_Main","33"
"17187","f","TrueAM","2014-01-28 08:20:00","Chain","25"
"17187","f","TrueAM","2014-01-28 08:20:00","Key","21.5"
"17187","f","TrueAM","2014-01-28 08:20:00","Memorial","36"
"17187","f","TrueAM","2014-01-28 08:20:00","Roosevelt","34"
"17188","f","TrueAM","2014-01-28 08:30:00","14th_HOV","40"
"17188","f","TrueAM","2014-01-28 08:30:00","14th_Main","33"
"17188","f","TrueAM","2014-01-28 08:30:00","Chain","25"
"17188","f","TrueAM","2014-01-28 08:30:00","Key","21.5"
"17188","f","TrueAM","2014-01-28 08:30:00","Memorial","36"
"17188","f","TrueAM","2014-01-28 08:30:00","Roosevelt","34"
"17189","f","TrueAM","2014-01-28 08:40:00","14th_HOV","40"
"17189","f","TrueAM","2014-01-28 08:40:00","14th_Main","33"
"17189","f","TrueAM","2014-01-28 08:40:00","Chain","25"
"17189","f","TrueAM","2014-01-28 08:40:00","Key","21.5"
"17189","f","TrueAM","2014-01-28 08:40:00","Memorial","36"
"17189","f","TrueAM","2014-01-28 08:40:00","Roosevelt","34"
"17233","f","TruePM","2014-01-28 16:00:00","14th_HOV","53.75"
"17233","f","TruePM","2014-01-28 16:00:00","14th_Main","37.875"
"17233","f","TruePM","2014-01-28 16:00:00","Chain","30"
"17233","f","TruePM","2014-01-28 16:00:00","Key","28"
"17233","f","TruePM","2014-01-28 16:00:00","Memorial","36.5"
"17233","f","TruePM","2014-01-28 16:00:00","Roosevelt","43.75"
"17234","f","TruePM","2014-01-28 16:10:00","14th_HOV","53.75"
"17234","f","TruePM","2014-01-28 16:10:00","14th_Main","37.875"
"17234","f","TruePM","2014-01-28 16:10:00","Chain","30"
"17234","f","TruePM","2014-01-28 16:10:00","Key","28"
"17234","f","TruePM","2014-01-28 16:10:00","Memorial","36.5"
"17234","f","TruePM","2014-01-28 16:10:00","Roosevelt","43.75"
"17235","f","TruePM","2014-01-28 16:20:00","14th_HOV","53.75"
"17235","f","TruePM","2014-01-28 16:20:00","14th_Main","37.875"
"17235","f","TruePM","2014-01-28 16:20:00","Chain","30"
"17235","f","TruePM","2014-01-28 16:20:00","Key","28"
"17235","f","TruePM","2014-01-28 16:20:00","Memorial","36.5"
"17235","f","TruePM","2014-01-28 16:20:00","Roosevelt","43.75"
"17236","f","TruePM","2014-01-28 16:30:00","14th_HOV","53.75"
"17236","f","TruePM","2014-01-28 16:30:00","14th_Main","37.875"
"17236","f","TruePM","2014-01-28 16:30:00","Chain","30"
"17236","f","TruePM","2014-01-28 16:30:00","Key","28"
"17236","f","TruePM","2014-01-28 16:30:00","Memorial","36.5"
"17236","f","TruePM","2014-01-28 16:30:00","Roosevelt","43.75"
"17237","f","TruePM","2014-01-28 16:40:00","14th_HOV","53.75"
"17237","f","TruePM","2014-01-28 16:40:00","14th_Main","37.875"
"17237","f","TruePM","2014-01-28 16:40:00","Chain","30"
"17237","f","TruePM","2014-01-28 16:40:00","Key","28"
"17237","f","TruePM","2014-01-28 16:40:00","Memorial","36.5"
"17237","f","TruePM","2014-01-28 16:40:00","Roosevelt","43.75"
"17238","f","TruePM","2014-01-28 16:50:00","14th_HOV","53.75"
"17238","f","TruePM","2014-01-28 16:50:00","14th_Main","37.875"
"17238","f","TruePM","2014-01-28 16:50:00","Chain","30"
"17238","f","TruePM","2014-01-28 16:50:00","Key","28"
"17238","f","TruePM","2014-01-28 16:50:00","Memorial","36.5"
"17238","f","TruePM","2014-01-28 16:50:00","Roosevelt","43.75"
"17239","f","TruePM","2014-01-28 17:00:00","14th_HOV","48.75"
"17239","f","TruePM","2014-01-28 17:00:00","14th_Main","31.625"
"17239","f","TruePM","2014-01-28 17:00:00","Chain","30.3333333333333"
"17239","f","TruePM","2014-01-28 17:00:00","Key","25"
"17239","f","TruePM","2014-01-28 17:00:00","Memorial","35.5"
"17239","f","TruePM","2014-01-28 17:00:00","Roosevelt","40.5"
"17240","f","TruePM","2014-01-28 17:10:00","14th_HOV","48.75"
"17240","f","TruePM","2014-01-28 17:10:00","14th_Main","31.625"
"17240","f","TruePM","2014-01-28 17:10:00","Chain","30.3333333333333"
"17240","f","TruePM","2014-01-28 17:10:00","Key","25"
"17240","f","TruePM","2014-01-28 17:10:00","Memorial","35.5"
"17240","f","TruePM","2014-01-28 17:10:00","Roosevelt","40.5"
"17241","f","TruePM","2014-01-28 17:20:00","14th_HOV","48.75"
"17241","f","TruePM","2014-01-28 17:20:00","14th_Main","31.625"
"17241","f","TruePM","2014-01-28 17:20:00","Chain","30.3333333333333"
"17241","f","TruePM","2014-01-28 17:20:00","Key","25"
"17241","f","TruePM","2014-01-28 17:20:00","Memorial","35.5"
"17241","f","TruePM","2014-01-28 17:20:00","Roosevelt","40.5"
"17325","f","TrueAM","2014-01-29 07:20:00","14th_HOV","44"
"17325","f","TrueAM","2014-01-29 07:20:00","14th_Main","37.875"
"17325","f","TrueAM","2014-01-29 07:20:00","Chain","30.6666666666667"
"17325","f","TrueAM","2014-01-29 07:20:00","Key","28"
"17325","f","TrueAM","2014-01-29 07:20:00","Memorial","37.5"
"17325","f","TrueAM","2014-01-29 07:20:00","Roosevelt","41"
"17326","f","TrueAM","2014-01-29 07:30:00","14th_HOV","44"
"17326","f","TrueAM","2014-01-29 07:30:00","14th_Main","37.875"
"17326","f","TrueAM","2014-01-29 07:30:00","Chain","30.6666666666667"
"17326","f","TrueAM","2014-01-29 07:30:00","Key","28"
"17326","f","TrueAM","2014-01-29 07:30:00","Memorial","37.5"
"17326","f","TrueAM","2014-01-29 07:30:00","Roosevelt","41"
"17327","f","TrueAM","2014-01-29 07:40:00","14th_HOV","44"
"17327","f","TrueAM","2014-01-29 07:40:00","14th_Main","37.875"
"17327","f","TrueAM","2014-01-29 07:40:00","Chain","30.6666666666667"
"17327","f","TrueAM","2014-01-29 07:40:00","Key","28"
"17327","f","TrueAM","2014-01-29 07:40:00","Memorial","37.5"
"17327","f","TrueAM","2014-01-29 07:40:00","Roosevelt","41"
"17328","f","TrueAM","2014-01-29 07:50:00","14th_HOV","44"
"17328","f","TrueAM","2014-01-29 07:50:00","14th_Main","37.875"
"17328","f","TrueAM","2014-01-29 07:50:00","Chain","30.6666666666667"
"17328","f","TrueAM","2014-01-29 07:50:00","Key","28"
"17328","f","TrueAM","2014-01-29 07:50:00","Memorial","37.5"
"17328","f","TrueAM","2014-01-29 07:50:00","Roosevelt","41"
"17329","f","TrueAM","2014-01-29 08:00:00","14th_HOV","39.75"
"17329","f","TrueAM","2014-01-29 08:00:00","14th_Main","32.25"
"17329","f","TrueAM","2014-01-29 08:00:00","Chain","26.3333333333333"
"17329","f","TrueAM","2014-01-29 08:00:00","Key","21.5"
"17329","f","TrueAM","2014-01-29 08:00:00","Memorial","36"
"17329","f","TrueAM","2014-01-29 08:00:00","Roosevelt","33.25"
"17330","f","TrueAM","2014-01-29 08:10:00","14th_HOV","39.75"
"17330","f","TrueAM","2014-01-29 08:10:00","14th_Main","32.25"
"17330","f","TrueAM","2014-01-29 08:10:00","Chain","26.3333333333333"
"17330","f","TrueAM","2014-01-29 08:10:00","Key","21.5"
"17330","f","TrueAM","2014-01-29 08:10:00","Memorial","36"
"17330","f","TrueAM","2014-01-29 08:10:00","Roosevelt","33.25"
"17331","f","TrueAM","2014-01-29 08:20:00","14th_HOV","39.75"
"17331","f","TrueAM","2014-01-29 08:20:00","14th_Main","32.25"
"17331","f","TrueAM","2014-01-29 08:20:00","Chain","26.3333333333333"
"17331","f","TrueAM","2014-01-29 08:20:00","Key","21.5"
"17331","f","TrueAM","2014-01-29 08:20:00","Memorial","36"
"17331","f","TrueAM","2014-01-29 08:20:00","Roosevelt","33.25"
"17332","f","TrueAM","2014-01-29 08:30:00","14th_HOV","39.75"
"17332","f","TrueAM","2014-01-29 08:30:00","14th_Main","32.25"
"17332","f","TrueAM","2014-01-29 08:30:00","Chain","26.3333333333333"
"17332","f","TrueAM","2014-01-29 08:30:00","Key","21.5"
"17332","f","TrueAM","2014-01-29 08:30:00","Memorial","36"
"17332","f","TrueAM","2014-01-29 08:30:00","Roosevelt","33.25"
"17333","f","TrueAM","2014-01-29 08:40:00","14th_HOV","39.75"
"17333","f","TrueAM","2014-01-29 08:40:00","14th_Main","32.25"
"17333","f","TrueAM","2014-01-29 08:40:00","Chain","26.3333333333333"
"17333","f","TrueAM","2014-01-29 08:40:00","Key","21.5"
"17333","f","TrueAM","2014-01-29 08:40:00","Memorial","36"
"17333","f","TrueAM","2014-01-29 08:40:00","Roosevelt","33.25"
"17377","f","TruePM","2014-01-29 16:00:00","14th_HOV","51.75"
"17377","f","TruePM","2014-01-29 16:00:00","14th_Main","34.75"
"17377","f","TruePM","2014-01-29 16:00:00","Chain","29.3333333333333"
"17377","f","TruePM","2014-01-29 16:00:00","Key","28"
"17377","f","TruePM","2014-01-29 16:00:00","Memorial","35.5"
"17377","f","TruePM","2014-01-29 16:00:00","Roosevelt","43.5"
"17378","f","TruePM","2014-01-29 16:10:00","14th_HOV","51.75"
"17378","f","TruePM","2014-01-29 16:10:00","14th_Main","34.75"
"17378","f","TruePM","2014-01-29 16:10:00","Chain","29.3333333333333"
"17378","f","TruePM","2014-01-29 16:10:00","Key","28"
"17378","f","TruePM","2014-01-29 16:10:00","Memorial","35.5"
"17378","f","TruePM","2014-01-29 16:10:00","Roosevelt","43.5"
"17379","f","TruePM","2014-01-29 16:20:00","14th_HOV","51.75"
"17379","f","TruePM","2014-01-29 16:20:00","14th_Main","34.75"
"17379","f","TruePM","2014-01-29 16:20:00","Chain","29.3333333333333"
"17379","f","TruePM","2014-01-29 16:20:00","Key","28"
"17379","f","TruePM","2014-01-29 16:20:00","Memorial","35.5"
"17379","f","TruePM","2014-01-29 16:20:00","Roosevelt","43.5"
"17380","f","TruePM","2014-01-29 16:30:00","14th_HOV","51.75"
"17380","f","TruePM","2014-01-29 16:30:00","14th_Main","34.75"
"17380","f","TruePM","2014-01-29 16:30:00","Chain","29.3333333333333"
"17380","f","TruePM","2014-01-29 16:30:00","Key","28"
"17380","f","TruePM","2014-01-29 16:30:00","Memorial","35.5"
"17380","f","TruePM","2014-01-29 16:30:00","Roosevelt","43.5"
"17381","f","TruePM","2014-01-29 16:40:00","14th_HOV","51.75"
"17381","f","TruePM","2014-01-29 16:40:00","14th_Main","34.75"
"17381","f","TruePM","2014-01-29 16:40:00","Chain","29.3333333333333"
"17381","f","TruePM","2014-01-29 16:40:00","Key","28"
"17381","f","TruePM","2014-01-29 16:40:00","Memorial","35.5"
"17381","f","TruePM","2014-01-29 16:40:00","Roosevelt","43.5"
"17382","f","TruePM","2014-01-29 16:50:00","14th_HOV","51.75"
"17382","f","TruePM","2014-01-29 16:50:00","14th_Main","34.75"
"17382","f","TruePM","2014-01-29 16:50:00","Chain","29.3333333333333"
"17382","f","TruePM","2014-01-29 16:50:00","Key","28"
"17382","f","TruePM","2014-01-29 16:50:00","Memorial","35.5"
"17382","f","TruePM","2014-01-29 16:50:00","Roosevelt","43.5"
"17383","f","TruePM","2014-01-29 17:00:00","14th_HOV","47.25"
"17383","f","TruePM","2014-01-29 17:00:00","14th_Main","28.75"
"17383","f","TruePM","2014-01-29 17:00:00","Chain","30.3333333333333"
"17383","f","TruePM","2014-01-29 17:00:00","Key","24"
"17383","f","TruePM","2014-01-29 17:00:00","Memorial","35.5"
"17383","f","TruePM","2014-01-29 17:00:00","Roosevelt","40.25"
"17384","f","TruePM","2014-01-29 17:10:00","14th_HOV","47.25"
"17384","f","TruePM","2014-01-29 17:10:00","14th_Main","28.75"
"17384","f","TruePM","2014-01-29 17:10:00","Chain","30.3333333333333"
"17384","f","TruePM","2014-01-29 17:10:00","Key","24"
"17384","f","TruePM","2014-01-29 17:10:00","Memorial","35.5"
"17384","f","TruePM","2014-01-29 17:10:00","Roosevelt","40.25"
"17385","f","TruePM","2014-01-29 17:20:00","14th_HOV","47.25"
"17385","f","TruePM","2014-01-29 17:20:00","14th_Main","28.75"
"17385","f","TruePM","2014-01-29 17:20:00","Chain","30.3333333333333"
"17385","f","TruePM","2014-01-29 17:20:00","Key","24"
"17385","f","TruePM","2014-01-29 17:20:00","Memorial","35.5"
"17385","f","TruePM","2014-01-29 17:20:00","Roosevelt","40.25"
"17469","f","TrueAM","2014-01-30 07:20:00","14th_HOV","45.5"
"17469","f","TrueAM","2014-01-30 07:20:00","14th_Main","37.875"
"17469","f","TrueAM","2014-01-30 07:20:00","Chain","30.6666666666667"
"17469","f","TrueAM","2014-01-30 07:20:00","Key","28"
"17469","f","TrueAM","2014-01-30 07:20:00","Memorial","37.5"
"17469","f","TrueAM","2014-01-30 07:20:00","Roosevelt","41.75"
"17470","f","TrueAM","2014-01-30 07:30:00","14th_HOV","45.5"
"17470","f","TrueAM","2014-01-30 07:30:00","14th_Main","37.875"
"17470","f","TrueAM","2014-01-30 07:30:00","Chain","30.6666666666667"
"17470","f","TrueAM","2014-01-30 07:30:00","Key","28"
"17470","f","TrueAM","2014-01-30 07:30:00","Memorial","37.5"
"17470","f","TrueAM","2014-01-30 07:30:00","Roosevelt","41.75"
"17471","f","TrueAM","2014-01-30 07:40:00","14th_HOV","45.5"
"17471","f","TrueAM","2014-01-30 07:40:00","14th_Main","37.875"
"17471","f","TrueAM","2014-01-30 07:40:00","Chain","30.6666666666667"
"17471","f","TrueAM","2014-01-30 07:40:00","Key","28"
"17471","f","TrueAM","2014-01-30 07:40:00","Memorial","37.5"
"17471","f","TrueAM","2014-01-30 07:40:00","Roosevelt","41.75"
"17472","f","TrueAM","2014-01-30 07:50:00","14th_HOV","45.5"
"17472","f","TrueAM","2014-01-30 07:50:00","14th_Main","37.875"
"17472","f","TrueAM","2014-01-30 07:50:00","Chain","30.6666666666667"
"17472","f","TrueAM","2014-01-30 07:50:00","Key","28"
"17472","f","TrueAM","2014-01-30 07:50:00","Memorial","37.5"
"17472","f","TrueAM","2014-01-30 07:50:00","Roosevelt","41.75"
"17473","f","TrueAM","2014-01-30 08:00:00","14th_HOV","39.25"
"17473","f","TrueAM","2014-01-30 08:00:00","14th_Main","32.25"
"17473","f","TrueAM","2014-01-30 08:00:00","Chain","25"
"17473","f","TrueAM","2014-01-30 08:00:00","Key","22"
"17473","f","TrueAM","2014-01-30 08:00:00","Memorial","35.5"
"17473","f","TrueAM","2014-01-30 08:00:00","Roosevelt","34.25"
"17474","f","TrueAM","2014-01-30 08:10:00","14th_HOV","39.25"
"17474","f","TrueAM","2014-01-30 08:10:00","14th_Main","32.25"
"17474","f","TrueAM","2014-01-30 08:10:00","Chain","25"
"17474","f","TrueAM","2014-01-30 08:10:00","Key","22"
"17474","f","TrueAM","2014-01-30 08:10:00","Memorial","35.5"
"17474","f","TrueAM","2014-01-30 08:10:00","Roosevelt","34.25"
"17475","f","TrueAM","2014-01-30 08:20:00","14th_HOV","39.25"
"17475","f","TrueAM","2014-01-30 08:20:00","14th_Main","32.25"
"17475","f","TrueAM","2014-01-30 08:20:00","Chain","25"
"17475","f","TrueAM","2014-01-30 08:20:00","Key","22"
"17475","f","TrueAM","2014-01-30 08:20:00","Memorial","35.5"
"17475","f","TrueAM","2014-01-30 08:20:00","Roosevelt","34.25"
"17476","f","TrueAM","2014-01-30 08:30:00","14th_HOV","39.25"
