Standardized Location,Location,Type,Start Time,Date,Time,Bucket Time,End Time,Duration (minutes),Latitude,Longitude,MM Matches,In/Out
14th St. Bridge,I-395 north,Traffic Congestion,9/19/14 7:36,9/19/14,7:36:00 AM,7:40:00 AM,9/19/14 9:40,141,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/19/14 17:57,8/19/14,5:57:00 AM,6:00:00 AM,8/19/14 18:58,69,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/3/14 12:28,8/3/14,12:28:00 PM,12:30:00 PM,8/3/14 13:45,87,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/19/14 7:31,8/19/14,7:31:00 AM,7:30:00 AM,8/19/14 9:11,113,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/5/14 14:44,7/5/14,2:44:00 AM,2:40:00 AM,7/5/14 17:27,185,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/4/14 8:37,8/4/14,8:37:00 AM,8:40:00 AM,8/4/14 8:49,14,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/18/14 17:28,8/18/14,5:28:00 AM,5:30:00 AM,8/18/14 18:44,86,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/18/14 7:41,8/18/14,7:41:00 AM,7:40:00 AM,8/18/14 9:15,107,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/26/14 15:16,9/26/14,3:16:00 AM,3:20:00 AM,9/26/14 19:34,292,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/5/14 6:53,8/5/14,6:53:00 AM,6:50:00 AM,8/5/14 10:16,230,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/4/14 19:57,7/4/14,7:57:00 AM,8:00:00 AM,7/4/14 23:05,213,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/5/14 15:44,8/5/14,3:44:00 AM,3:40:00 AM,8/5/14 19:31,257,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/4/14 14:43,7/4/14,2:43:00 AM,2:40:00 AM,7/4/14 17:10,167,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/4/14 11:45,7/4/14,11:45:00 AM,11:50:00 AM,7/4/14 14:08,162,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/6/14 6:18,8/6/14,6:18:00 AM,6:20:00 AM,8/6/14 9:20,206,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/15/14 19:57,8/15/14,7:57:00 AM,8:00:00 AM,8/15/14 20:49,59,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/15/14 16:34,8/15/14,4:34:00 AM,4:30:00 AM,8/15/14 19:56,229,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/6/14 15:54,8/6/14,3:54:00 AM,3:50:00 AM,8/6/14 17:43,124,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/7/14 6:46,8/7/14,6:46:00 AM,6:50:00 AM,8/7/14 9:09,162,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/7/14 11:31,8/7/14,11:31:00 AM,11:30:00 AM,8/7/14 13:55,163,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/3/14 14:49,7/3/14,2:49:00 AM,2:50:00 AM,7/3/14 16:38,124,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/27/14 13:46,9/27/14,1:46:00 AM,1:50:00 AM,9/27/14 16:30,186,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/28/14 6:44,8/28/14,6:44:00 AM,6:40:00 AM,8/28/14 9:01,155,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/14/14 7:13,8/14/14,7:13:00 AM,7:10:00 AM,,-65938187,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/7/14 16:15,8/7/14,4:15:00 AM,4:20:00 AM,8/7/14 19:23,213,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/28/14 12:43,9/28/14,12:43:00 PM,12:40:00 PM,9/28/14 14:26,117,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/13/14 7:32,8/13/14,7:32:00 AM,7:30:00 AM,8/13/14 9:31,135,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/2/14 17:34,7/2/14,5:34:00 AM,5:30:00 AM,7/2/14 19:04,102,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/8/14 15:19,8/8/14,3:19:00 AM,3:20:00 AM,8/8/14 16:03,50,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/9/14 16:00,7/9/14,4:00:00 AM,4:00:00 AM,7/9/14 17:55,130,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/29/14 7:25,9/29/14,7:25:00 AM,7:30:00 AM,9/29/14 9:26,137,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/28/14 6:53,7/28/14,6:53:00 AM,6:50:00 AM,7/28/14 9:28,176,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/2/14 8:36,7/2/14,8:36:00 AM,8:40:00 AM,7/2/14 9:04,32,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/12/14 6:37,8/12/14,6:37:00 AM,6:40:00 AM,8/12/14 9:27,193,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/11/14 16:45,8/11/14,4:45:00 AM,4:50:00 AM,8/11/14 19:22,178,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/11/14 6:15,8/11/14,6:15:00 AM,6:20:00 AM,8/11/14 9:18,207,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/1/14 7:19,7/1/14,7:19:00 AM,7:20:00 AM,7/1/14 10:36,223,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/30/14 6:56,9/30/14,6:56:00 AM,7:00:00 AM,9/30/14 10:08,218,38.873123,-77.043175,No Match,IN
Chain Bridge,Canal Rd,Traffic Signal Not Working,8/6/14 6:14,8/6/14,6:14:00 AM,6:10:00 AM,8/6/14 6:23,10,38.930977,-77.116684,N/A,
Chain Bridge,Military Road,Collision,3/3/14 8:00,3/3/14,8:00:00 AM,8:00:00 AM,3/3/14 8:32,36,38.929134,-77.11767,N/A,
Key Bridge,Canal Road,Incident,2/12/14 0:00,2/12/14,12:00:00 PM,12:00:00 PM,2/12/14 15:08,1029,38.904449,-77.07177,N/A,
Key Bridge,foxhall,Incident,7/2/14 20:47,7/2/14,8:47:00 AM,8:50:00 AM,7/2/14 20:48,1,38.905022,-77.070435,N/A,
Key Bridge,US-29P south @ MM 0.900,Incident,12/6/13 6:30,12/6/13,6:30:00 AM,6:30:00 AM,12/6/13 8:46,154,38.90147,-77.0703,N/A,OUT
Key Bridge,VA-90005S south @ MM 16.900,Disabled Vehicle,4/27/14 15:56,4/27/14,3:56:00 AM,4:00:00 AM,4/27/14 16:17,24,38.90074,-77.07118,N/A,OUT
Memorial Bridge,memorial bridge north,Incident,10/16/13 10:27,10/16/13,10:27:00 AM,10:30:00 AM,10/16/13 10:30,3,38.889053,-77.052711,N/A,IN
Memorial Bridge,T. R Bridge west,Incident,10/4/13 19:11,10/4/13,7:11:00 AM,7:10:00 AM,10/4/13 19:12,1,38.889374,-77.054756,N/A,OUT
Memorial Bridge,Memorial Br,Special Event,5/23/14 0:00,5/23/14,12:00:00 PM,12:00:00 PM,5/23/14 20:50,1417,38.888008,-77.053848,N/A,
Memorial Bridge,295 north,Collision,7/9/14 15:24,7/9/14,3:24:00 AM,3:20:00 AM,7/9/14 15:25,1,38.891266,-77.053314,N/A,IN
Roosevelt Bridge,T R Bridge,Incident,10/28/13 16:23,10/28/13,4:23:00 AM,4:20:00 AM,10/28/13 16:23,0,38.895145,-77.053902,No Match,
Roosevelt Bridge,T. R Bridge west,Incident,10/4/13 19:11,10/4/13,7:11:00 AM,7:10:00 AM,10/4/13 19:12,1,38.889374,-77.054756,No Match,OUT
Roosevelt Bridge,295 north,Collision,7/9/14 15:24,7/9/14,3:24:00 AM,3:20:00 AM,7/9/14 15:25,1,38.891266,-77.053314,No Match,IN
Roosevelt Bridge,295 north,Disabled Vehicle,7/30/14 16:10,7/30/14,4:10:00 AM,4:10:00 AM,7/30/14 16:19,10,38.892952,-77.054855,No Match,IN
Roosevelt Bridge,E street xpressway east,Disabled Vehicle,7/25/14 17:20,7/25/14,5:20:00 AM,5:20:00 AM,7/25/14 17:21,1,38.89431,-77.053413,No Match,IN
Roosevelt Bridge,SW Freeway,Incident,8/3/14 14:34,8/3/14,2:34:00 AM,2:30:00 AM,8/3/14 14:45,12,38.896473,-77.058556,No Match,
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,11/1/13 15:12,11/1/13,3:12:00 AM,3:10:00 AM,11/1/13 16:35,94,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,12/3/13 8:46,12/3/13,8:46:00 AM,8:50:00 AM,12/3/13 9:19,37,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,10/17/13 8:55,10/17/13,8:55:00 AM,9:00:00 AM,10/17/13 9:15,23,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,11/9/13 9:18,11/9/13,9:18:00 AM,9:20:00 AM,11/9/13 9:32,16,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,12/29/13 18:21,12/29/13,6:21:00 AM,6:20:00 AM,12/29/13 18:43,25,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Traffic Congestion,10/23/13 7:53,10/23/13,7:53:00 AM,7:50:00 AM,10/23/13 10:19,165,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Traffic Congestion,11/12/13 8:17,11/12/13,8:17:00 AM,8:20:00 AM,11/12/13 9:51,107,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66W west @ MM 75.100,Disabled Vehicle,3/20/14 23:20,3/20/14,11:20:00 AM,11:20:00 AM,3/20/14 23:23,3,38.89198,-77.065216,No Match,OUT
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,3/20/14 19:06,3/20/14,7:06:00 AM,7:10:00 AM,3/20/14 19:50,50,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,3/17/14 11:31,3/17/14,11:31:00 AM,11:30:00 AM,3/17/14 12:31,68,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,3/11/14 16:37,3/11/14,4:37:00 AM,4:40:00 AM,3/11/14 16:56,22,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.600,Collision,3/6/14 6:50,3/6/14,6:50:00 AM,6:50:00 AM,3/6/14 7:25,40,38.89196,-77.065575,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,3/5/14 15:15,3/5/14,3:15:00 AM,3:20:00 AM,3/5/14 16:13,66,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Traffic Congestion,2/19/14 8:24,2/19/14,8:24:00 AM,8:20:00 AM,2/19/14 10:34,147,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,2/14/14 1:55,2/14/14,1:55:00 AM,2:00:00 AM,2/14/14 3:06,80,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Traffic Congestion,2/12/14 8:32,2/12/14,8:32:00 AM,8:30:00 AM,2/12/14 10:23,126,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,1/22/14 15:28,1/22/14,3:28:00 AM,3:30:00 AM,1/22/14 15:52,27,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,1/19/14 19:23,1/19/14,7:23:00 AM,7:20:00 AM,1/19/14 19:32,10,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,1/7/14 13:25,1/7/14,1:25:00 AM,1:30:00 AM,1/7/14 14:25,68,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,1/6/14 10:53,1/6/14,10:53:00 AM,10:50:00 AM,1/6/14 11:50,65,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,5/12/14 8:35,5/12/14,8:35:00 AM,8:40:00 AM,5/12/14 9:05,34,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.600,Collision,5/7/14 9:13,5/7/14,9:13:00 AM,9:10:00 AM,5/7/14 9:39,29,38.89196,-77.065575,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,5/16/14 14:49,5/16/14,2:49:00 AM,2:50:00 AM,5/16/14 15:44,62,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,6/4/14 17:32,6/4/14,5:32:00 AM,5:30:00 AM,6/4/14 17:40,9,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.600,Disabled Vehicle,5/28/14 9:05,5/28/14,9:05:00 AM,9:10:00 AM,5/28/14 9:12,8,38.89196,-77.065575,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,5/8/14 15:22,5/8/14,3:22:00 AM,3:20:00 AM,5/8/14 15:29,8,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,5/2/14 18:08,5/2/14,6:08:00 AM,6:10:00 AM,5/2/14 18:12,5,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,4/30/14 19:30,4/30/14,7:30:00 AM,7:30:00 AM,4/30/14 20:49,90,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,4/30/14 17:26,4/30/14,5:26:00 AM,5:30:00 AM,4/30/14 18:44,88,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,4/21/14 10:46,4/21/14,10:46:00 AM,10:50:00 AM,4/21/14 11:14,32,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Incident,5/21/14 10:35,5/21/14,10:35:00 AM,10:40:00 AM,5/21/14 10:38,3,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Traffic Congestion,6/5/14 8:21,6/5/14,8:21:00 AM,8:20:00 AM,6/5/14 10:07,120,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Traffic Congestion,5/19/14 7:58,5/19/14,7:58:00 AM,8:00:00 AM,5/19/14 9:42,118,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,7/2/14 12:31,7/2/14,12:31:00 PM,12:30:00 PM,7/2/14 13:29,66,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,7/4/14 21:37,7/4/14,9:37:00 AM,9:40:00 AM,7/4/14 21:50,15,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,7/29/14 16:24,7/29/14,4:24:00 AM,4:20:00 AM,7/29/14 17:14,57,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,8/28/14 14:10,8/28/14,2:10:00 AM,2:10:00 AM,8/28/14 15:01,58,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Collision,9/4/14 17:34,9/4/14,5:34:00 AM,5:30:00 AM,9/4/14 17:51,19,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.600,Collision,7/17/14 9:23,7/17/14,9:23:00 AM,9:20:00 AM,7/17/14 10:22,67,38.89196,-77.065575,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,9/7/14 20:44,9/7/14,8:44:00 AM,8:40:00 AM,9/7/14 22:00,86,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,8/27/14 20:50,8/27/14,8:50:00 AM,8:50:00 AM,8/27/14 22:01,80,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,8/6/14 16:20,8/6/14,4:20:00 AM,4:20:00 AM,8/6/14 18:15,130,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66E east @ MM 74.700,Disabled Vehicle,8/4/14 0:31,8/4/14,12:31:00 PM,12:30:00 PM,8/4/14 0:50,22,38.89166,-77.06434,Match,IN
Roosevelt Bridge,I-66W west @ MM 74.5,Collision,12/18/13 11:38,12/18/13,11:38:00 AM,11:40:00 AM,12/18/13 12:12,34,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.5,Collision,11/24/13 15:29,11/24/13,3:29:00 AM,3:30:00 AM,11/24/13 16:06,37,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,11/15/13 8:02,11/15/13,8:02:00 AM,8:00:00 AM,11/15/13 8:07,5,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,11/7/13 5:05,11/7/13,5:05:00 AM,5:10:00 AM,11/7/13 5:44,39,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66W west @ MM 74.5,Disabled Vehicle,10/12/13 23:51,10/12/13,11:51:00 AM,11:50:00 AM,10/13/13 0:33,42,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,10/27/13 11:56,10/27/13,11:56:00 AM,12:00:00 PM,10/27/13 13:25,89,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66W west @ MM 74.5,Disabled Vehicle,2/13/14 2:11,2/13/14,2:11:00 AM,2:10:00 AM,2/13/14 2:20,9,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66E east @ MM 74.5,Collision,5/1/14 17:16,5/1/14,5:16:00 AM,5:20:00 AM,5/1/14 18:02,46,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66W west @ MM 74.5,Disabled Vehicle,6/7/14 15:27,6/7/14,3:27:00 AM,3:30:00 AM,6/7/14 16:02,35,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,5/28/14 13:51,5/28/14,1:51:00 AM,1:50:00 AM,5/28/14 14:12,21,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,4/8/14 15:15,4/8/14,3:15:00 AM,3:20:00 AM,4/8/14 15:24,9,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66W west @ MM 74.5,Disabled Vehicle,4/24/14 22:02,4/24/14,10:02:00 AM,10:00:00 AM,4/24/14 22:25,23,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,4/20/14 3:23,4/20/14,3:23:00 AM,3:20:00 AM,4/20/14 3:28,5,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66E east @ MM 74.5,Incident,4/7/14 11:28,4/7/14,11:28:00 AM,11:30:00 AM,4/7/14 11:59,31,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66E east @ MM 74.5,Collision,8/13/14 0:55,8/13/14,12:55:00 PM,1:00:00 PM,8/13/14 1:45,50,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66W west @ MM 74.5,Disabled Vehicle,8/21/14 14:47,8/21/14,2:47:00 AM,2:50:00 AM,8/21/14 15:43,56,38.898777,-77.07249,from MM ,OUT
Roosevelt Bridge,I-66E east @ MM 74.5,Disabled Vehicle,7/14/14 19:09,7/14/14,7:09:00 AM,7:10:00 AM,7/14/14 19:32,23,38.89295,-77.06708,from MM ,IN
Roosevelt Bridge,I-66W west @ MM 74.6,Disabled Vehicle,12/13/13 0:37,12/13/13,12:37:00 PM,12:40:00 PM,12/13/13 0:52,15,38.898647,-77.07074,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.6,Incident,12/23/13 22:20,12/23/13,10:20:00 AM,10:20:00 AM,12/23/13 23:16,56,38.898647,-77.07074,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.6,Disabled Vehicle,1/7/14 12:13,1/7/14,12:13:00 PM,12:10:00 PM,1/7/14 12:59,46,38.898647,-77.07074,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.6,Disabled Vehicle,6/2/14 20:18,6/2/14,8:18:00 AM,8:20:00 AM,6/2/14 20:23,5,38.898647,-77.07074,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.6,Disabled Vehicle,4/19/14 0:05,4/19/14,12:05:00 PM,12:10:00 PM,4/19/14 1:11,66,38.898647,-77.07074,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.7,Disabled Vehicle,10/13/13 17:10,10/13/13,5:10:00 AM,5:10:00 AM,10/13/13 18:27,77,38.898014,-77.06912,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.7,Disabled Vehicle,1/18/14 3:47,1/18/14,3:47:00 AM,3:50:00 AM,1/18/14 3:53,6,38.898014,-77.06912,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.7,Disabled Vehicle,4/6/14 18:54,4/6/14,6:54:00 AM,6:50:00 AM,4/6/14 19:06,12,38.898014,-77.06912,from MM ,OUT
Roosevelt Bridge,I-66W west @ MM 74.7,Collision,9/4/14 17:24,9/4/14,5:24:00 AM,5:20:00 AM,9/4/14 17:34,10,38.898014,-77.06912,from MM ,OUT
