TMC_Crossing,Location,Type,Start_Time,End_Time,dur_mins,In_Out,Latitude,Longitude
14th_Main,I-395N north @ MM 9.700,Disabled Vehicle,10/15/2013 22:16,10/15/2013 23:22,66,IN,38.87225,-77.04305
14th_Main,I-395 north,Disabled Vehicle,10/17/2013 9:53,10/17/2013 10:04,11,IN,38.873123,-77.043175
14th_Main,I-395 north,Incident,12/23/2013 2:00,12/23/2013 3:06,66,IN,38.873123,-77.043175
14th_Main,I-395 north,Incident,12/16/2013 11:06,12/16/2013 11:18,12,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/27/2013 14:03,11/27/2013 16:29,146,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/25/2013 8:38,11/25/2013 8:58,20,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/21/2013 8:45,10/21/2013 10:16,91,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/20/2013 10:15,10/20/2013 11:45,90,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/18/2013 8:12,10/18/2013 9:42,90,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/22/2013 8:47,11/22/2013 8:55,8,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,12/3/2013 7:05,12/3/2013 10:16,191,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/22/2013 7:12,10/22/2013 7:39,27,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/25/2013 17:26,11/25/2013 19:29,123,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/2/2013 6:56,12/2/2013 10:01,185,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,10/22/2013 8:04,10/22/2013 9:58,114,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,10/17/2013 6:46,10/17/2013 10:04,198,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/22/2013 15:55,10/22/2013 18:52,177,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/15/2013 15:02,10/15/2013 16:24,82,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/21/2013 8:29,11/21/2013 9:24,55,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,11/21/2013 6:54,11/21/2013 9:52,178,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,10/23/2013 7:13,10/23/2013 9:49,156,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,11/20/2013 6:50,11/20/2013 10:12,202,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/26/2013 8:46,11/26/2013 9:24,38,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/26/2013 17:13,11/26/2013 19:55,162,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/5/2013 6:25,12/5/2013 10:07,222,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/23/2013 17:23,10/23/2013 18:20,57,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/19/2013 16:48,11/19/2013 19:23,155,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/22/2013 8:27,11/22/2013 9:04,37,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/24/2013 7:02,10/24/2013 10:18,196,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,10/24/2013 7:50,10/24/2013 10:38,168,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,11/19/2013 7:30,11/19/2013 10:06,156,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/18/2013 18:28,11/18/2013 19:04,36,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/24/2013 15:32,10/24/2013 15:54,22,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/24/2013 17:33,10/24/2013 18:04,31,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/22/2013 7:48,10/22/2013 10:17,149,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/21/2013 17:46,11/21/2013 18:05,19,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/6/2013 6:55,12/6/2013 10:00,185,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/25/2013 8:44,10/25/2013 9:58,74,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/18/2013 7:28,11/18/2013 10:03,155,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/7/2013 18:27,12/7/2013 21:10,163,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/9/2013 7:52,12/9/2013 8:44,52,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/11/2013 8:00,12/11/2013 10:43,163,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/4/2013 7:12,12/4/2013 10:10,178,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/15/2013 9:14,11/15/2013 10:11,57,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,12/11/2013 17:49,12/11/2013 18:34,45,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/26/2013 14:37,10/26/2013 15:19,42,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/10/2013 17:39,10/10/2013 18:54,75,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/15/2013 7:33,11/15/2013 10:26,173,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/15/2013 6:43,11/15/2013 6:46,3,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,12/12/2013 7:32,12/12/2013 10:12,160,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,12/12/2013 8:24,12/12/2013 10:13,109,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/23/2013 6:39,10/23/2013 10:11,212,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/12/2013 17:49,12/12/2013 19:25,96,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/10/2013 8:02,10/10/2013 10:27,145,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,10/10/2013 8:01,10/10/2013 9:54,113,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,12/13/2013 7:21,12/13/2013 9:40,139,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/14/2013 17:02,11/14/2013 18:54,112,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,12/13/2013 8:14,12/13/2013 9:52,98,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,10/27/2013 13:08,10/27/2013 16:36,208,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/13/2013 15:48,12/13/2013 18:32,164,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/9/2013 17:04,10/9/2013 19:22,138,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/27/2013 18:24,10/27/2013 18:53,29,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/14/2013 7:14,11/14/2013 10:37,203,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,11/14/2013 6:21,11/14/2013 10:36,255,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/8/2013 17:25,10/8/2013 19:08,103,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,12/5/2013 8:04,12/5/2013 9:46,102,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,10/28/2013 8:03,10/28/2013 9:27,84,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/16/2013 8:26,12/16/2013 9:38,72,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/13/2013 14:47,11/13/2013 17:23,156,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/13/2013 8:21,11/13/2013 9:57,96,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/7/2013 17:01,10/7/2013 18:56,115,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/29/2013 7:14,10/29/2013 10:01,167,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/12/2013 7:18,11/12/2013 9:29,131,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/18/2013 17:11,12/18/2013 19:19,128,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/30/2013 6:53,10/30/2013 10:09,196,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,10/30/2013 7:50,10/30/2013 10:10,140,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,10/30/2013 17:43,10/30/2013 20:04,141,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/7/2013 10:57,12/7/2013 11:56,59,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/8/2013 8:28,11/8/2013 9:16,48,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,12/20/2013 7:09,12/20/2013 7:29,20,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,12/20/2013 7:32,12/20/2013 9:00,88,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/31/2013 6:46,10/31/2013 9:07,141,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,10/31/2013 7:20,10/31/2013 9:34,134,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/7/2013 7:43,11/7/2013 10:31,168,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,11/1/2013 6:28,11/1/2013 7:01,33,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/1/2013 7:44,11/1/2013 8:31,47,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/1/2013 8:18,11/1/2013 8:29,11,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/1/2013 8:32,11/1/2013 9:45,73,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,11/1/2013 8:42,11/1/2013 9:45,63,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,11/6/2013 6:40,11/6/2013 10:00,200,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/3/2013 8:18,10/3/2013 9:09,51,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/5/2013 7:29,11/5/2013 10:09,160,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/1/2013 14:25,11/1/2013 16:10,105,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/1/2013 18:23,11/1/2013 18:44,21,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/1/2013 16:41,10/1/2013 18:01,80,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/2/2013 7:46,10/2/2013 9:37,111,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,10/1/2013 6:42,10/1/2013 10:13,211,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/4/2013 8:15,11/4/2013 9:14,59,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,11/2/2013 17:49,11/2/2013 18:24,35,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/31/2014 15:41,3/31/2014 16:33,52,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/31/2014 8:03,3/31/2014 9:38,95,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,3/29/2014 1:15,3/29/2014 1:23,8,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Collision,3/28/2014 17:44,3/28/2014 18:01,17,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,3/28/2014 11:38,3/28/2014 12:42,64,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/28/2014 8:13,3/28/2014 10:21,128,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/27/2014 17:40,3/27/2014 18:08,28,IN,38.873123,-77.043175
14th_Main,I-395S south @ MM 9.700,Disabled Vehicle,3/27/2014 11:53,3/27/2014 12:33,40,OUT,38.873734,-77.044266
14th_Main,I-395N north @ MM 9.700,Disabled Vehicle,3/27/2014 10:01,3/27/2014 10:23,22,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,3/27/2014 7:11,3/27/2014 10:24,193,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Disabled Vehicle,3/27/2014 6:54,3/27/2014 7:09,15,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,3/26/2014 7:40,3/26/2014 10:34,174,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,3/26/2014 6:46,3/26/2014 7:40,54,IN,38.87225,-77.04305
14th_Main,I-395 north,Disabled Vehicle,3/25/2014 20:14,3/25/2014 20:24,10,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,3/25/2014 13:10,3/25/2014 14:37,87,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/25/2014 7:55,3/25/2014 10:01,126,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/24/2014 7:48,3/24/2014 9:49,121,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/20/2014 16:09,3/20/2014 18:53,164,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/20/2014 14:54,3/20/2014 15:34,40,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,3/20/2014 8:16,3/20/2014 10:19,123,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,3/20/2014 7:26,3/20/2014 8:14,48,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/19/2014 17:22,3/19/2014 19:16,114,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/19/2014 7:33,3/19/2014 10:23,170,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/18/2014 17:42,3/18/2014 19:19,97,IN,38.873123,-77.043175
14th_Main,I-395 north,Disabled Vehicle,3/17/2014 23:05,3/18/2014 0:35,90,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,3/17/2014 18:42,3/17/2014 19:45,63,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,3/17/2014 11:38,3/17/2014 12:50,72,IN,38.87225,-77.04305
14th_Main,I-395 south,Collision,3/14/2014 21:20,3/14/2014 21:35,15,OUT,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/14/2014 16:47,3/14/2014 18:11,84,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/14/2014 14:37,3/14/2014 15:46,69,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,3/14/2014 14:35,3/14/2014 15:35,60,IN,38.87225,-77.04305
14th_Main,I-395 north,Collision,3/14/2014 9:05,3/14/2014 10:06,61,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/14/2014 8:47,3/14/2014 9:33,46,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,3/13/2014 21:45,3/13/2014 22:25,40,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/13/2014 7:02,3/13/2014 10:23,201,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,3/13/2014 6:02,3/13/2014 7:12,70,IN,38.87225,-77.04305
14th_Main,I-395 north,Disabled Vehicle,3/12/2014 17:26,3/12/2014 17:55,29,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,3/12/2014 6:55,3/12/2014 7:25,30,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,3/12/2014 6:53,3/12/2014 10:03,190,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/11/2014 7:34,3/11/2014 10:06,152,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/10/2014 17:26,3/10/2014 18:49,83,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,3/10/2014 7:14,3/10/2014 9:52,158,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,3/10/2014 6:52,3/10/2014 10:03,191,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/7/2014 19:11,3/7/2014 19:42,31,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/7/2014 15:38,3/7/2014 16:35,57,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/7/2014 7:46,3/7/2014 9:44,118,IN,38.873123,-77.043175
14th_Main,I-395 north,Disabled Vehicle,3/7/2014 6:02,3/7/2014 6:32,30,IN,38.873123,-77.043175
14th_Main,I-395 north,Disabled Vehicle,3/7/2014 0:02,3/7/2014 0:30,28,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,3/6/2014 19:54,3/6/2014 20:32,38,IN,38.87225,-77.04305
14th_Main,I-395S south @ MM 9.700,Collision,3/6/2014 19:02,3/6/2014 19:22,20,OUT,38.873734,-77.044266
14th_Main,I-395 north,Traffic Congestion,3/6/2014 6:32,3/6/2014 10:28,236,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,3/5/2014 18:31,3/5/2014 19:03,32,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,3/5/2014 8:03,3/5/2014 10:21,138,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,3/5/2014 6:48,3/5/2014 8:03,75,IN,38.873123,-77.043175
14th_Main,I-395S south @ MM 9.700,Disabled Vehicle,3/4/2014 9:22,3/4/2014 9:48,26,OUT,38.873734,-77.044266
14th_Main,I-395 north,Traffic Congestion,3/4/2014 8:54,3/4/2014 10:08,74,IN,38.873123,-77.043175
14th_Main,I-395 north,Disabled Vehicle,3/3/2014 10:46,3/3/2014 11:18,32,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,3/1/2014 19:26,3/1/2014 20:03,37,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,2/28/2014 8:03,2/28/2014 10:02,119,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,2/28/2014 6:27,2/28/2014 7:59,92,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,2/27/2014 8:36,2/27/2014 11:09,153,IN,38.87225,-77.04305
14th_Main,I-395N north @ MM 9.700,Collision,2/26/2014 10:02,2/26/2014 10:49,47,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,2/26/2014 6:54,2/26/2014 10:28,214,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/25/2014 7:28,2/25/2014 10:13,165,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Disabled Vehicle,2/24/2014 8:35,2/24/2014 8:58,23,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,2/24/2014 8:13,2/24/2014 10:14,121,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,2/23/2014 19:24,2/23/2014 20:03,39,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,2/23/2014 0:33,2/23/2014 1:25,52,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/22/2014 15:00,2/22/2014 15:58,58,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/21/2014 17:07,2/21/2014 18:28,81,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/21/2014 7:54,2/21/2014 9:21,87,IN,38.873123,-77.043175
14th_Main,I-395 south,Traffic Congestion,2/20/2014 8:27,2/20/2014 9:55,88,OUT,38.873123,-77.043175
14th_Main,I-395 north,Disabled Vehicle,2/19/2014 22:19,2/19/2014 22:47,28,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/19/2014 8:12,2/19/2014 11:25,193,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,2/19/2014 7:55,2/19/2014 8:12,17,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,2/18/2014 17:47,2/18/2014 19:51,124,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/17/2014 15:55,2/17/2014 17:00,65,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,2/15/2014 0:16,2/15/2014 1:13,57,IN,38.873123,-77.043175
14th_Main,I-395 south,Collision,2/13/2014 8:53,2/13/2014 9:23,30,OUT,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,2/12/2014 11:32,2/12/2014 12:39,67,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,2/12/2014 6:50,2/12/2014 10:00,190,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,2/11/2014 7:20,2/11/2014 9:54,154,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,2/11/2014 6:39,2/11/2014 10:06,207,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/10/2014 17:40,2/10/2014 18:04,24,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/10/2014 8:30,2/10/2014 9:09,39,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/7/2014 7:58,2/7/2014 9:43,105,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/6/2014 8:37,2/6/2014 10:16,99,IN,38.873123,-77.043175
14th_Main,I-395S south @ MM 9.700,Disabled Vehicle,2/5/2014 10:03,2/5/2014 10:05,2,OUT,38.873734,-77.044266
14th_Main,I-395 north,Traffic Congestion,2/5/2014 7:40,2/5/2014 9:57,137,IN,38.873123,-77.043175
14th_Main,I-395S south @ MM 9.700,Collision,2/4/2014 22:13,2/4/2014 22:36,23,OUT,38.873734,-77.044266
14th_Main,I-395N north @ MM 9.700,Disabled Vehicle,2/4/2014 8:14,2/4/2014 8:21,7,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,2/4/2014 7:35,2/4/2014 10:14,159,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/3/2014 17:18,2/3/2014 18:03,45,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,2/3/2014 9:58,2/3/2014 10:28,30,IN,38.87225,-77.04305
14th_Main,I-395 north,Collision,2/3/2014 6:53,2/3/2014 7:40,47,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,2/3/2014 6:48,2/3/2014 10:30,222,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/31/2014 7:35,1/31/2014 9:35,120,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/30/2014 15:58,1/30/2014 19:00,182,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/30/2014 7:31,1/30/2014 9:57,146,IN,38.873123,-77.043175
14th_Main,I-395 south,Disabled Vehicle,1/30/2014 4:14,1/30/2014 4:16,2,OUT,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/29/2014 6:38,1/29/2014 10:09,211,IN,38.873123,-77.043175
14th_Main,I-395 north,Incident,1/29/2014 5:59,1/29/2014 6:03,4,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/28/2014 6:43,1/28/2014 9:47,184,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,1/27/2014 10:59,1/27/2014 12:43,104,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/27/2014 7:33,1/27/2014 10:04,151,IN,38.873123,-77.043175
14th_Main,I-395S south @ MM 9.700,Disabled Vehicle,1/26/2014 15:36,1/26/2014 16:06,30,OUT,38.873734,-77.044266
14th_Main,I-395 north,Disabled Vehicle,1/25/2014 5:04,1/25/2014 5:31,27,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/24/2014 17:03,1/24/2014 18:37,94,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,1/24/2014 7:30,1/24/2014 9:45,135,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,1/24/2014 7:28,1/24/2014 9:58,150,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,1/23/2014 7:20,1/23/2014 10:03,163,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,1/23/2014 6:27,1/23/2014 10:20,233,IN,38.873123,-77.043175
14th_Main,I-395 south,Disabled Vehicle,1/18/2014 15:17,1/18/2014 16:05,48,OUT,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/17/2014 13:02,1/17/2014 14:11,69,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Disabled Vehicle,1/16/2014 17:41,1/16/2014 18:39,58,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,1/16/2014 16:50,1/16/2014 19:14,144,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/16/2014 6:55,1/16/2014 10:01,186,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/15/2014 6:51,1/15/2014 10:22,211,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/14/2014 17:20,1/14/2014 19:35,135,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/14/2014 8:12,1/14/2014 9:59,107,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/13/2014 9:40,1/13/2014 10:26,46,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/13/2014 8:33,1/13/2014 9:35,62,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,1/13/2014 7:24,1/13/2014 9:18,114,IN,38.87225,-77.04305
14th_Main,I-395S south @ MM 9.700,Disabled Vehicle,1/11/2014 14:20,1/11/2014 14:31,11,OUT,38.873734,-77.044266
14th_Main,I-395 north,Traffic Congestion,1/10/2014 18:37,1/10/2014 19:21,44,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/10/2014 7:33,1/10/2014 10:00,147,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Collision,1/9/2014 9:16,1/9/2014 11:34,138,IN,38.87225,-77.04305
14th_Main,I-395 north,Traffic Congestion,1/9/2014 8:37,1/9/2014 9:38,61,IN,38.873123,-77.043175
14th_Main,I-395N north @ MM 9.700,Traffic Congestion,1/9/2014 7:52,1/9/2014 9:40,108,IN,38.87225,-77.04305
14th_Main,I-395 north,Collision,1/8/2014 7:31,1/8/2014 7:41,10,IN,38.873123,-77.043175
14th_Main,I-395 north,Traffic Congestion,1/8/2014 7:15,1/8/2014 9:50,155,IN,38.873123,-77.043175
14th_Main,I-395 north,Collision,1/7/2014 19:07,1/7/2014 20:13,66,IN,38.873123,-77.043175
